"";"date";"year";"month";"day";"co2"
"4492";1989-11-07;1989;11;7;352,61
"4493";1989-11-08;1989;11;8;352,49
"4494";1989-11-09;1989;11;9;352,64
"4495";1989-11-10;1989;11;10;352,71
"4496";1989-11-11;1989;11;11;352,57
"4497";1989-11-12;1989;11;12;352,61
"4498";1989-11-13;1989;11;13;352,73
"4499";1989-11-14;1989;11;14;352,69
"4500";1989-11-15;1989;11;15;352,78
"4501";1989-11-16;1989;11;16;352,75
"4502";1989-11-17;1989;11;17;352,5
"4503";1989-11-18;1989;11;18;352,47
"4504";1989-11-19;1989;11;19;352,43
"4505";1989-11-20;1989;11;20;352,45
"4506";1989-11-21;1989;11;21;352,53
"4507";1989-11-22;1989;11;22;352,46
"4508";1989-11-23;1989;11;23;352,36
"4509";1989-11-24;1989;11;24;352,28
"4510";1989-11-25;1989;11;25;352,25
"4511";1989-11-26;1989;11;26;352,26
"4512";1989-11-27;1989;11;27;352,24
"4513";1989-11-28;1989;11;28;352,13
"4514";1989-11-29;1989;11;29;352,13
"4515";1989-11-30;1989;11;30;352,1
"4516";1989-12-01;1989;12;1;352,12
"4517";1989-12-02;1989;12;2;352,06
"4518";1989-12-03;1989;12;3;352,21
"4519";1989-12-04;1989;12;4;352,25
"4520";1989-12-05;1989;12;5;352,23
"4521";1989-12-06;1989;12;6;352,06
"4522";1989-12-07;1989;12;7;351,98
"4523";1989-12-08;1989;12;8;352,15
"4524";1989-12-09;1989;12;9;352,12
"4525";1989-12-10;1989;12;10;352,09
"4526";1989-12-11;1989;12;11;352,09
"4527";1989-12-12;1989;12;12;352,05
"4528";1989-12-13;1989;12;13;352,02
"4529";1989-12-14;1989;12;14;352,08
"4530";1989-12-15;1989;12;15;352,09
"4531";1989-12-16;1989;12;16;352,1
"4532";1989-12-17;1989;12;17;352,18
"4533";1989-12-18;1989;12;18;352,2
"4534";1989-12-19;1989;12;19;352,13
"4535";1989-12-20;1989;12;20;352,04
"4536";1989-12-21;1989;12;21;352,04
"4537";1989-12-22;1989;12;22;351,94
"4538";1989-12-23;1989;12;23;351,91
"4539";1989-12-24;1989;12;24;351,92
"4540";1989-12-25;1989;12;25;351,86
"4541";1989-12-26;1989;12;26;351,61
"4542";1989-12-27;1989;12;27;351,85
"4543";1989-12-28;1989;12;28;351,75
"4544";1989-12-29;1989;12;29;351,83
"4545";1989-12-30;1989;12;30;351,71
"4546";1989-12-31;1989;12;31;351,68
"4547";1990-01-01;1990;1;1;351,8
"4548";1990-01-02;1990;1;2;351,94
"4549";1990-01-03;1990;1;3;351,94
"4550";1990-01-04;1990;1;4;351,85
"4551";1990-01-05;1990;1;5;351,88
"4552";1990-01-06;1990;1;6;351,88
"4553";1990-01-07;1990;1;7;351,86
"4554";1990-01-08;1990;1;8;351,81
"4555";1990-01-09;1990;1;9;351,81
"4556";1990-01-10;1990;1;10;351,78
"4557";1990-01-11;1990;1;11;351,77
"4558";1990-01-12;1990;1;12;351,78
"4559";1990-01-13;1990;1;13;351,86
"4560";1990-01-14;1990;1;14;351,73
"4561";1990-01-15;1990;1;15;351,88
"4562";1990-02-06;1990;2;6;351,44
"4563";1990-02-07;1990;2;7;351,57
"4564";1990-02-08;1990;2;8;351,54
"4565";1990-02-09;1990;2;9;351,52
"4566";1990-02-10;1990;2;10;351,62
"4567";1990-02-11;1990;2;11;351,49
"4568";1990-02-12;1990;2;12;351,36
"4569";1990-02-13;1990;2;13;351,48
"4570";1990-02-14;1990;2;14;351,66
"4571";1990-02-15;1990;2;15;351,51
"4572";1990-02-16;1990;2;16;351,53
"4573";1990-02-17;1990;2;17;351,49
"4574";1990-02-18;1990;2;18;351,55
"4575";1990-02-19;1990;2;19;351,73
"4576";1990-02-20;1990;2;20;351,65
"4577";1990-02-21;1990;2;21;351,44
"4578";1990-02-22;1990;2;22;351,29
"4579";1990-02-23;1990;2;23;351,54
"4580";1990-02-24;1990;2;24;351,44
"4581";1990-02-25;1990;2;25;351,33
"4582";1990-02-26;1990;2;26;351,33
"4583";1990-02-27;1990;2;27;351,29
"4584";1990-02-28;1990;2;28;351,41
"4585";1990-03-01;1990;3;1;351,53
"4586";1990-03-02;1990;3;2;351,69
"4587";1990-03-03;1990;3;3;351,75
"4588";1990-03-04;1990;3;4;351,48
"4589";1990-03-05;1990;3;5;351,52
"4590";1990-03-06;1990;3;6;351,67
"4591";1990-03-07;1990;3;7;351,8
"4592";1990-03-08;1990;3;8;351,66
"4593";1990-03-09;1990;3;9;351,66
"4594";1990-03-10;1990;3;10;351,48
"4595";1990-03-11;1990;3;11;351,81
"4596";1990-03-12;1990;3;12;351,82
"4597";1990-03-13;1990;3;13;351,6
"4598";1990-03-14;1990;3;14;351,62
"4599";1990-03-15;1990;3;15;351,58
"4600";1990-03-16;1990;3;16;351,64
"4601";1990-03-17;1990;3;17;351,6
"4602";1990-03-18;1990;3;18;351,57
"4603";1990-03-19;1990;3;19;351,54
"4604";1990-03-20;1990;3;20;351,48
"4605";1990-03-21;1990;3;21;351,38
"4606";1990-03-22;1990;3;22;351,53
"4607";1990-03-23;1990;3;23;351,57
"4608";1990-03-24;1990;3;24;351,46
"4609";1990-03-25;1990;3;25;351,42
"4610";1990-03-26;1990;3;26;351,45
"4611";1990-03-27;1990;3;27;351,5
"4612";1990-03-28;1990;3;28;351,39
"4613";1990-03-29;1990;3;29;351,37
"4614";1990-03-30;1990;3;30;351,45
"4615";1990-03-31;1990;3;31;351,47
"4616";1990-04-01;1990;4;1;351,59
"4617";1990-04-02;1990;4;2;351,63
"4618";1990-04-03;1990;4;3;351,54
"4619";1990-04-04;1990;4;4;351,53
"4620";1990-04-05;1990;4;5;351,44
"4621";1990-04-06;1990;4;6;351,4
"4622";1990-04-07;1990;4;7;351,44
"4623";1990-04-08;1990;4;8;351,37
"4624";1990-04-09;1990;4;9;351,36
"4625";1990-04-10;1990;4;10;351,46
"4626";1990-04-11;1990;4;11;351,44
"4627";1990-04-12;1990;4;12;351,5
"4628";1990-04-13;1990;4;13;351,5
"4629";1990-04-14;1990;4;14;351,57
"4630";1990-04-15;1990;4;15;351,53
"4631";1990-04-16;1990;4;16;351,51
"4632";1990-04-17;1990;4;17;351,71
"4633";1990-04-18;1990;4;18;351,7
"4634";1990-04-19;1990;4;19;351,64
"4635";1990-04-20;1990;4;20;351,6
"4636";1990-04-21;1990;4;21;351,63
"4637";1990-04-22;1990;4;22;351,73
"4638";1990-04-23;1990;4;23;351,72
"4639";1990-04-24;1990;4;24;351,94
"4640";1990-04-25;1990;4;25;352
"4641";1990-04-26;1990;4;26;351,85
"4642";1990-04-27;1990;4;27;351,75
"4643";1990-04-28;1990;4;28;351,73
"4644";1990-04-29;1990;4;29;351,65
"4645";1990-04-30;1990;4;30;351,64
"4646";1990-05-01;1990;5;1;351,58
"4647";1990-05-02;1990;5;2;351,53
"4648";1990-05-03;1990;5;3;351,6
"4649";1990-05-04;1990;5;4;351,74
"4650";1990-05-05;1990;5;5;351,62
"4651";1990-05-06;1990;5;6;351,58
"4652";1990-05-07;1990;5;7;351,6
"4653";1990-05-08;1990;5;8;351,34
"4654";1990-05-09;1990;5;9;351,33
"4655";1990-05-10;1990;5;10;351,41
"4656";1990-05-11;1990;5;11;351,4
"4657";1990-05-12;1990;5;12;351,41
"4658";1990-05-13;1990;5;13;351,34
"4659";1990-05-14;1990;5;14;351,36
"4660";1990-05-15;1990;5;15;351,34
"4661";1990-05-16;1990;5;16;351,43
"4662";1990-05-17;1990;5;17;351,51
"4663";1990-05-18;1990;5;18;351,49
"4664";1990-05-20;1990;5;20;351,61
"4665";1990-05-21;1990;5;21;351,57
"4666";1990-05-22;1990;5;22;351,49
"4667";1990-05-23;1990;5;23;351,5
"4668";1990-05-24;1990;5;24;351,53
"4669";1990-05-25;1990;5;25;351,51
"4670";1990-05-26;1990;5;26;351,5
"4671";1990-05-27;1990;5;27;351,54
"4672";1990-05-28;1990;5;28;351,56
"4673";1990-05-29;1990;5;29;351,54
"4674";1990-05-30;1990;5;30;351,5
"4675";1990-05-31;1990;5;31;351,58
"4676";1990-06-01;1990;6;1;351,56
"4677";1990-06-02;1990;6;2;351,57
"4678";1990-06-03;1990;6;3;351,57
"4679";1990-06-04;1990;6;4;351,55
"4680";1990-06-05;1990;6;5;351,57
"4681";1990-06-06;1990;6;6;351,62
"4682";1990-06-07;1990;6;7;351,72
"4683";1990-06-08;1990;6;8;351,68
"4684";1990-06-09;1990;6;9;351,71
"4685";1990-06-10;1990;6;10;351,65
"4686";1990-06-11;1990;6;11;351,65
"4687";1990-06-12;1990;6;12;351,65
"4688";1990-06-13;1990;6;13;351,69
"4689";1990-06-14;1990;6;14;351,72
"4690";1990-06-15;1990;6;15;351,78
"4691";1990-06-16;1990;6;16;351,76
"4692";1990-06-17;1990;6;17;351,73
"4693";1990-06-18;1990;6;18;351,81
"4694";1990-06-19;1990;6;19;351,82
"4695";1990-06-20;1990;6;20;351,87
"4696";1990-06-21;1990;6;21;351,83
"4697";1990-06-22;1990;6;22;351,87
"4698";1990-06-23;1990;6;23;351,91
"4699";1990-06-24;1990;6;24;351,93
"4700";1990-06-25;1990;6;25;351,81
"4701";1990-06-26;1990;6;26;351,84
"4702";1990-06-27;1990;6;27;351,89
"4703";1990-06-28;1990;6;28;351,9
"4704";1990-06-29;1990;6;29;351,96
"4705";1990-06-30;1990;6;30;352
"4706";1990-07-01;1990;7;1;351,93
"4707";1990-07-02;1990;7;2;351,96
"4708";1990-07-03;1990;7;3;351,99
"4709";1990-07-04;1990;7;4;352,11
"4710";1990-07-05;1990;7;5;352,08
"4711";1990-07-06;1990;7;6;352
"4712";1990-07-07;1990;7;7;352,12
"4713";1990-07-08;1990;7;8;352,14
"4714";1990-07-09;1990;7;9;352,12
"4715";1990-07-10;1990;7;10;352,1
"4716";1990-07-11;1990;7;11;352,12
"4717";1990-07-12;1990;7;12;352,4
"4718";1990-07-13;1990;7;13;352,29
"4719";1990-07-14;1990;7;14;352,28
"4720";1990-07-15;1990;7;15;352,25
"4721";1990-07-16;1990;7;16;352,29
"4722";1990-07-17;1990;7;17;352,36
"4723";1990-07-18;1990;7;18;352,35
"4724";1990-07-19;1990;7;19;352,34
"4725";1990-07-20;1990;7;20;352,25
"4726";1990-07-21;1990;7;21;352,32
"4727";1990-07-22;1990;7;22;352,34
"4728";1990-07-23;1990;7;23;352,32
"4729";1990-07-24;1990;7;24;352,29
"4730";1990-07-25;1990;7;25;352,27
"4731";1990-07-26;1990;7;26;352,27
"4732";1990-07-27;1990;7;27;352,33
"4733";1990-07-28;1990;7;28;352,4
"4734";1990-07-29;1990;7;29;352,39
"4735";1990-07-30;1990;7;30;352,4
"4736";1990-07-31;1990;7;31;352,45
"4737";1990-08-01;1990;8;1;352,37
"4738";1990-08-02;1990;8;2;352,49
"4739";1990-08-03;1990;8;3;352,47
"4740";1990-08-04;1990;8;4;352,45
"4741";1990-08-05;1990;8;5;352,44
"4742";1990-08-06;1990;8;6;352,44
"4743";1990-08-07;1990;8;7;352,47
"4744";1990-08-08;1990;8;8;352,5
"4745";1990-08-09;1990;8;9;352,47
"4746";1990-08-10;1990;8;10;352,52
"4747";1990-08-11;1990;8;11;352,5
"4748";1990-08-12;1990;8;12;352,45
"4749";1990-08-13;1990;8;13;352,51
"4750";1990-08-14;1990;8;14;352,51
"4751";1990-08-15;1990;8;15;352,49
"4752";1990-08-16;1990;8;16;352,48
"4753";1990-08-17;1990;8;17;352,47
"4754";1990-08-18;1990;8;18;352,6
"4755";1990-08-19;1990;8;19;352,61
"4756";1990-08-20;1990;8;20;352,62
"4757";1990-08-21;1990;8;21;352,69
"4758";1990-08-22;1990;8;22;352,68
"4759";1990-08-23;1990;8;23;352,65
"4760";1990-08-24;1990;8;24;352,62
"4761";1990-08-25;1990;8;25;352,77
"4762";1990-08-26;1990;8;26;352,72
"4763";1990-08-27;1990;8;27;352,78
"4764";1990-08-28;1990;8;28;352,76
"4765";1990-08-29;1990;8;29;352,64
"4766";1990-08-30;1990;8;30;352,64
"4767";1990-08-31;1990;8;31;352,69
"4768";1990-09-01;1990;9;1;352,69
"4769";1990-09-02;1990;9;2;353,06
"4770";1990-09-03;1990;9;3;353,08
"4771";1990-09-04;1990;9;4;353,04
"4772";1990-09-05;1990;9;5;353,05
"4773";1990-09-06;1990;9;6;353,03
"4774";1990-09-07;1990;9;7;353,06
"4775";1990-09-08;1990;9;8;353,19
"4776";1990-09-09;1990;9;9;353,18
"4777";1990-09-10;1990;9;10;353,12
"4778";1990-09-11;1990;9;11;353,09
"4779";1990-09-12;1990;9;12;353,07
"4780";1990-09-13;1990;9;13;353,06
"4781";1990-09-14;1990;9;14;353,04
"4782";1990-09-15;1990;9;15;353
"4783";1990-09-16;1990;9;16;353,06
"4784";1990-09-17;1990;9;17;353,11
"4785";1990-09-18;1990;9;18;353,22
"4786";1990-09-19;1990;9;19;353,18
"4787";1990-09-20;1990;9;20;353,23
"4788";1990-09-21;1990;9;21;353,16
"4789";1990-09-22;1990;9;22;353,19
"4790";1990-09-23;1990;9;23;353,21
"4791";1990-09-24;1990;9;24;353,22
"4792";1990-09-25;1990;9;25;353,19
"4793";1990-09-26;1990;9;26;353,19
"4794";1990-09-27;1990;9;27;353,2
"4795";1990-09-28;1990;9;28;353,19
"4796";1990-09-29;1990;9;29;353,22
"4797";1990-09-30;1990;9;30;353,11
"4798";1990-10-01;1990;10;1;353,02
"4799";1990-10-02;1990;10;2;353,14
"4800";1990-10-03;1990;10;3;353,27
"4801";1990-10-04;1990;10;4;353,09
"4802";1990-10-05;1990;10;5;352,98
"4803";1990-10-06;1990;10;6;353,04
"4804";1990-10-07;1990;10;7;353,08
"4805";1990-10-08;1990;10;8;353,26
"4806";1990-10-09;1990;10;9;353,25
"4807";1990-10-10;1990;10;10;353,21
"4808";1990-10-11;1990;10;11;353,23
"4809";1990-10-12;1990;10;12;353,22
"4810";1990-10-13;1990;10;13;353,28
"4811";1990-10-14;1990;10;14;353,35
"4812";1990-10-15;1990;10;15;353,45
"4813";1990-10-16;1990;10;16;353,26
"4814";1990-10-17;1990;10;17;353,2
"4815";1990-10-18;1990;10;18;353,14
"4816";1990-10-19;1990;10;19;353,16
"4817";1990-10-20;1990;10;20;353,19
"4818";1990-10-21;1990;10;21;353,11
"4819";1990-10-22;1990;10;22;353,14
"4820";1990-10-23;1990;10;23;353,12
"4821";1990-10-24;1990;10;24;353,14
"4822";1990-10-25;1990;10;25;353,11
"4823";1990-10-26;1990;10;26;353,14
"4824";1990-10-27;1990;10;27;353,12
"4825";1990-10-28;1990;10;28;353,24
"4826";1990-10-29;1990;10;29;353,17
"4827";1990-10-30;1990;10;30;353,18
"4828";1990-10-31;1990;10;31;353,16
"4829";1990-11-01;1990;11;1;353,23
"4830";1990-11-02;1990;11;2;353,38
"4831";1990-11-03;1990;11;3;353,32
"4832";1990-11-04;1990;11;4;353,28
"4833";1990-11-05;1990;11;5;353,32
"4834";1990-11-06;1990;11;6;353,32
"4835";1990-11-07;1990;11;7;353,26
"4836";1990-11-08;1990;11;8;353,21
"4837";1990-11-09;1990;11;9;353,23
"4838";1990-11-10;1990;11;10;353,25
"4839";1990-11-11;1990;11;11;353,31
"4840";1990-11-12;1990;11;12;353,29
"4841";1990-11-13;1990;11;13;353,23
"4842";1990-11-14;1990;11;14;353,2
"4843";1990-11-15;1990;11;15;353,24
"4844";1990-11-16;1990;11;16;353,28
"4845";1990-11-17;1990;11;17;353,21
"4846";1990-11-18;1990;11;18;353,2
"4847";1990-11-19;1990;11;19;353,14
"4848";1990-11-20;1990;11;20;353,1
"4849";1990-11-21;1990;11;21;353,07
"4850";1990-11-22;1990;11;22;353
"4851";1990-11-23;1990;11;23;353,14
"4852";1990-11-24;1990;11;24;353,24
"4853";1990-11-25;1990;11;25;353,13
"4854";1990-11-26;1990;11;26;353,03
"4855";1990-11-27;1990;11;27;353,03
"4856";1990-11-28;1990;11;28;353,06
"4857";1990-11-29;1990;11;29;352,93
"4858";1990-11-30;1990;11;30;352,98
"4859";1990-12-01;1990;12;1;353,02
"4860";1990-12-02;1990;12;2;353,08
"4861";1990-12-03;1990;12;3;353,03
"4862";1990-12-04;1990;12;4;352,99
"4863";1990-12-05;1990;12;5;352,86
"4864";1990-12-06;1990;12;6;352,86
"4865";1990-12-07;1990;12;7;352,8
"4866";1990-12-11;1990;12;11;352,78
"4867";1990-12-12;1990;12;12;352,84
"4868";1990-12-13;1990;12;13;352,81
"4869";1990-12-14;1990;12;14;352,78
"4870";1990-12-15;1990;12;15;352,71
"4871";1990-12-16;1990;12;16;352,57
"4872";1990-12-17;1990;12;17;352,71
"4873";1990-12-18;1990;12;18;352,75
"4874";1990-12-19;1990;12;19;352,74
"4875";1990-12-20;1990;12;20;352,74
"4876";1990-12-21;1990;12;21;352,78
"4877";1990-12-22;1990;12;22;352,8
"4878";1990-12-23;1990;12;23;352,74
"4879";1990-12-24;1990;12;24;352,7
"4880";1990-12-25;1990;12;25;352,68
"4881";1990-12-26;1990;12;26;352,65
"4882";1990-12-27;1990;12;27;352,62
"4883";1990-12-28;1990;12;28;352,7
"4884";1990-12-29;1990;12;29;352,68
"4885";1990-12-30;1990;12;30;352,59
"4886";1990-12-31;1990;12;31;352,67
"4887";1991-01-01;1991;1;1;352,7
"4888";1991-01-02;1991;1;2;352,69
"4889";1991-01-03;1991;1;3;352,71
"4890";1991-01-04;1991;1;4;352,8
"4891";1991-01-05;1991;1;5;352,87
"4892";1991-01-06;1991;1;6;352,85
"4893";1991-01-07;1991;1;7;352,9
"4894";1991-01-08;1991;1;8;352,94
"4895";1991-01-09;1991;1;9;352,87
"4896";1991-01-10;1991;1;10;352,75
"4897";1991-01-11;1991;1;11;352,86
"4898";1991-01-12;1991;1;12;352,94
"4899";1991-01-13;1991;1;13;352,75
"4900";1991-01-14;1991;1;14;352,72
"4901";1991-01-15;1991;1;15;352,57
"4902";1991-01-16;1991;1;16;352,64
"4903";1991-01-17;1991;1;17;352,59
"4904";1991-01-18;1991;1;18;352,71
"4905";1991-01-19;1991;1;19;352,82
"4906";1991-01-20;1991;1;20;352,55
"4907";1991-01-21;1991;1;21;352,53
"4908";1991-01-22;1991;1;22;352,44
"4909";1991-01-23;1991;1;23;352,61
"4910";1991-01-26;1991;1;26;352,6
"4911";1991-01-27;1991;1;27;352,49
"4912";1991-01-28;1991;1;28;352,61
"4913";1991-01-29;1991;1;29;352,68
"4914";1991-01-30;1991;1;30;352,56
"4915";1991-01-31;1991;1;31;352,39
"4916";1991-02-01;1991;2;1;352,22
"4917";1991-02-02;1991;2;2;351,84
"4918";1991-02-03;1991;2;3;352,07
"4919";1991-02-04;1991;2;4;352,21
"4920";1991-02-05;1991;2;5;352,24
"4921";1991-02-06;1991;2;6;352,32
"4922";1991-02-09;1991;2;9;351,96
"4923";1991-02-10;1991;2;10;352,32
"4924";1991-02-11;1991;2;11;352,41
"4925";1991-02-12;1991;2;12;352,4
"4926";1991-02-13;1991;2;13;352,36
"4927";1991-02-14;1991;2;14;352,47
"4928";1991-02-15;1991;2;15;352,48
"4929";1991-02-16;1991;2;16;352,46
"4930";1991-02-17;1991;2;17;352,51
"4931";1991-02-18;1991;2;18;352,57
"4932";1991-02-19;1991;2;19;352,59
"4933";1991-02-20;1991;2;20;352,54
"4934";1991-02-21;1991;2;21;352,66
"4935";1991-02-22;1991;2;22;352,84
"4936";1991-02-23;1991;2;23;352,59
"4937";1991-02-24;1991;2;24;352,6
"4938";1991-02-25;1991;2;25;352,72
"4939";1991-02-26;1991;2;26;352,72
"4940";1991-02-27;1991;2;27;352,48
"4941";1991-02-28;1991;2;28;352,25
"4942";1991-03-01;1991;3;1;352,26
"4943";1991-03-02;1991;3;2;352,24
"4944";1991-03-03;1991;3;3;352,21
"4945";1991-03-04;1991;3;4;352,14
"4946";1991-03-05;1991;3;5;352,18
"4947";1991-03-06;1991;3;6;352,28
"4948";1991-03-07;1991;3;7;352,41
"4949";1991-03-08;1991;3;8;352,4
"4950";1991-03-09;1991;3;9;352,42
"4951";1991-03-10;1991;3;10;352,6
"4952";1991-03-11;1991;3;11;352,48
"4953";1991-03-12;1991;3;12;352,16
"4954";1991-03-13;1991;3;13;352,12
"4955";1991-03-14;1991;3;14;351,99
"4956";1991-03-15;1991;3;15;352,12
"4957";1991-03-16;1991;3;16;351,89
"4958";1991-03-17;1991;3;17;351,83
"4959";1991-03-18;1991;3;18;351,84
"4960";1991-03-19;1991;3;19;352,03
"4961";1991-03-20;1991;3;20;351,88
"4962";1991-03-21;1991;3;21;352,01
"4963";1991-03-22;1991;3;22;352,02
"4964";1991-03-23;1991;3;23;351,95
"4965";1991-03-26;1991;3;26;352
"4966";1991-03-28;1991;3;28;351,8
"4967";1991-03-29;1991;3;29;351,9
"4968";1991-03-30;1991;3;30;351,82
"4969";1991-03-31;1991;3;31;352,04
"4970";1991-04-01;1991;4;1;352,14
"4971";1991-04-02;1991;4;2;352,27
"4972";1991-04-03;1991;4;3;352,09
"4973";1991-04-04;1991;4;4;352,04
"4974";1991-04-06;1991;4;6;352,19
"4975";1991-04-07;1991;4;7;352,17
"4976";1991-04-08;1991;4;8;352,29
"4977";1991-04-09;1991;4;9;352,23
"4978";1991-04-10;1991;4;10;352,35
"4979";1991-04-11;1991;4;11;352,36
"4980";1991-04-12;1991;4;12;352,36
"4981";1991-04-13;1991;4;13;352,33
"4982";1991-04-14;1991;4;14;352,26
"4983";1991-04-15;1991;4;15;352,29
"4984";1991-04-16;1991;4;16;352,34
"4985";1991-04-17;1991;4;17;352,44
"4986";1991-04-18;1991;4;18;352,3
"4987";1991-04-19;1991;4;19;352,33
"4988";1991-04-20;1991;4;20;352,39
"4989";1991-04-21;1991;4;21;352,3
"4990";1991-04-22;1991;4;22;352,35
"4991";1991-04-23;1991;4;23;352,3
"4992";1991-04-24;1991;4;24;352,4
"4993";1991-04-25;1991;4;25;352,4
"4994";1991-04-26;1991;4;26;352,44
"4995";1991-04-27;1991;4;27;352,46
"4996";1991-04-28;1991;4;28;352,46
"4997";1991-04-29;1991;4;29;352,51
"4998";1991-04-30;1991;4;30;352,45
"4999";1991-05-01;1991;5;1;352,43
"5000";1991-05-02;1991;5;2;352,42
"5001";1991-05-03;1991;5;3;352,41
"5002";1991-05-04;1991;5;4;352,4
"5003";1991-05-05;1991;5;5;352,42
"5004";1991-05-06;1991;5;6;352,47
"5005";1991-05-07;1991;5;7;352,54
"5006";1991-05-08;1991;5;8;352,54
"5007";1991-05-09;1991;5;9;352,47
"5008";1991-05-10;1991;5;10;352,56
"5009";1991-05-11;1991;5;11;352,48
"5010";1991-05-12;1991;5;12;352,42
"5011";1991-05-13;1991;5;13;352,43
"5012";1991-05-14;1991;5;14;352,47
"5013";1991-05-15;1991;5;15;352,49
"5014";1991-05-16;1991;5;16;352,49
"5015";1991-05-17;1991;5;17;352,49
"5016";1991-05-18;1991;5;18;352,47
"5017";1991-05-19;1991;5;19;352,46
"5018";1991-05-20;1991;5;20;352,61
"5019";1991-05-21;1991;5;21;352,52
"5020";1991-05-22;1991;5;22;352,82
"5021";1991-05-23;1991;5;23;352,68
"5022";1991-05-24;1991;5;24;352,97
"5023";1991-05-25;1991;5;25;352,94
"5024";1991-05-26;1991;5;26;352,75
"5025";1991-05-27;1991;5;27;352,69
"5026";1991-05-28;1991;5;28;352,75
"5027";1991-05-29;1991;5;29;352,75
"5028";1991-05-30;1991;5;30;352,82
"5029";1991-05-31;1991;5;31;352,91
"5030";1991-06-01;1991;6;1;352,91
"5031";1991-06-02;1991;6;2;352,91
"5032";1991-06-03;1991;6;3;352,91
"5033";1991-06-04;1991;6;4;352,92
"5034";1991-06-05;1991;6;5;352,94
"5035";1991-06-06;1991;6;6;352,8
"5036";1991-06-07;1991;6;7;352,81
"5037";1991-06-08;1991;6;8;352,83
"5038";1991-06-09;1991;6;9;352,81
"5039";1991-06-10;1991;6;10;352,86
"5040";1991-06-11;1991;6;11;352,86
"5041";1991-06-12;1991;6;12;352,86
"5042";1991-06-13;1991;6;13;352,89
"5043";1991-06-14;1991;6;14;352,98
"5044";1991-06-15;1991;6;15;352,93
"5045";1991-06-16;1991;6;16;352,86
"5046";1991-06-17;1991;6;17;352,97
"5047";1991-06-18;1991;6;18;352,92
"5048";1991-06-19;1991;6;19;352,94
"5049";1991-06-20;1991;6;20;352,91
"5050";1991-06-21;1991;6;21;352,94
"5051";1991-06-22;1991;6;22;352,95
"5052";1991-06-23;1991;6;23;352,96
"5053";1991-06-24;1991;6;24;353,02
"5054";1991-06-25;1991;6;25;352,93
"5055";1991-06-26;1991;6;26;353,02
"5056";1991-06-27;1991;6;27;353,03
"5057";1991-06-28;1991;6;28;353,08
"5058";1991-06-29;1991;6;29;353,13
"5059";1991-06-30;1991;6;30;353,13
"5060";1991-07-01;1991;7;1;353,16
"5061";1991-07-02;1991;7;2;353,13
"5062";1991-07-03;1991;7;3;353,16
"5063";1991-07-04;1991;7;4;353,17
"5064";1991-07-05;1991;7;5;353,21
"5065";1991-07-06;1991;7;6;353,26
"5066";1991-07-07;1991;7;7;353,25
"5067";1991-07-08;1991;7;8;353,29
"5068";1991-07-09;1991;7;9;353,32
"5069";1991-07-10;1991;7;10;353,3
"5070";1991-07-11;1991;7;11;353,3
"5071";1991-07-12;1991;7;12;353,36
"5072";1991-07-13;1991;7;13;353,37
"5073";1991-07-14;1991;7;14;353,28
"5074";1991-07-15;1991;7;15;353,27
"5075";1991-07-16;1991;7;16;353,39
"5076";1991-07-17;1991;7;17;353,44
"5077";1991-07-18;1991;7;18;353,44
"5078";1991-07-19;1991;7;19;353,38
"5079";1991-07-20;1991;7;20;353,42
"5080";1991-07-21;1991;7;21;353,42
"5081";1991-07-22;1991;7;22;353,41
"5082";1991-07-23;1991;7;23;353,44
"5083";1991-07-24;1991;7;24;353,49
"5084";1991-07-25;1991;7;25;353,49
"5085";1991-07-26;1991;7;26;353,53
"5086";1991-07-27;1991;7;27;353,51
"5087";1991-07-28;1991;7;28;353,5
"5088";1991-07-29;1991;7;29;353,6
"5089";1991-07-30;1991;7;30;353,54
"5090";1991-07-31;1991;7;31;353,69
"5091";1991-08-01;1991;8;1;353,7
"5092";1991-08-02;1991;8;2;353,77
"5093";1991-08-03;1991;8;3;353,84
"5094";1991-08-04;1991;8;4;353,8
"5095";1991-08-05;1991;8;5;353,78
"5096";1991-08-06;1991;8;6;353,93
"5097";1991-08-07;1991;8;7;353,77
"5098";1991-08-08;1991;8;8;353,79
"5099";1991-08-09;1991;8;9;353,8
"5100";1991-08-10;1991;8;10;353,77
"5101";1991-08-11;1991;8;11;353,71
"5102";1991-08-12;1991;8;12;353,7
"5103";1991-08-13;1991;8;13;353,68
"5104";1991-08-14;1991;8;14;353,69
"5105";1991-08-15;1991;8;15;353,72
"5106";1991-08-16;1991;8;16;353,79
"5107";1991-08-17;1991;8;17;353,71
"5108";1991-08-18;1991;8;18;353,73
"5109";1991-08-19;1991;8;19;353,77
"5110";1991-08-20;1991;8;20;353,82
"5111";1991-08-21;1991;8;21;353,86
"5112";1991-08-22;1991;8;22;353,8
"5113";1991-08-23;1991;8;23;353,77
"5114";1991-08-24;1991;8;24;353,79
"5115";1991-08-25;1991;8;25;353,83
"5116";1991-08-26;1991;8;26;353,8
"5117";1991-08-27;1991;8;27;353,92
"5118";1991-08-28;1991;8;28;353,88
"5119";1991-08-29;1991;8;29;353,86
"5120";1991-08-30;1991;8;30;353,85
"5121";1991-08-31;1991;8;31;353,88
"5122";1991-09-01;1991;9;1;353,86
"5123";1991-09-02;1991;9;2;353,89
"5124";1991-09-03;1991;9;3;353,92
"5125";1991-09-04;1991;9;4;353,91
"5126";1991-09-05;1991;9;5;353,94
"5127";1991-09-06;1991;9;6;353,99
