"";"date";"year";"month";"day";"co2"
"7309";1997-10-16;1997;10;16;362,38
"7310";1997-10-17;1997;10;17;362,35
"7311";1997-10-18;1997;10;18;362,34
"7312";1997-10-19;1997;10;19;362,34
"7313";1997-10-20;1997;10;20;362,36
"7314";1997-10-21;1997;10;21;362,47
"7315";1997-10-25;1997;10;25;362,53
"7316";1997-10-26;1997;10;26;362,51
"7317";1997-10-27;1997;10;27;362,52
"7318";1997-10-28;1997;10;28;362,5
"7319";1997-10-29;1997;10;29;362,58
"7320";1997-10-30;1997;10;30;362,6
"7321";1997-10-31;1997;10;31;362,58
"7322";1997-11-01;1997;11;1;362,56
"7323";1997-11-02;1997;11;2;362,51
"7324";1997-11-03;1997;11;3;362,49
"7325";1997-11-04;1997;11;4;362,47
"7326";1997-11-05;1997;11;5;362,52
"7327";1997-11-06;1997;11;6;362,46
"7328";1997-11-07;1997;11;7;362,46
"7329";1997-11-08;1997;11;8;362,49
"7330";1997-11-09;1997;11;9;362,47
"7331";1997-11-10;1997;11;10;362,46
"7332";1997-11-11;1997;11;11;362,44
"7333";1997-11-12;1997;11;12;362,45
"7334";1997-11-13;1997;11;13;362,45
"7335";1997-11-14;1997;11;14;362,51
"7336";1997-11-15;1997;11;15;362,54
"7337";1997-11-16;1997;11;16;362,56
"7338";1997-11-17;1997;11;17;362,6
"7339";1997-11-18;1997;11;18;362,53
"7340";1997-11-19;1997;11;19;362,49
"7341";1997-11-20;1997;11;20;362,59
"7342";1997-11-21;1997;11;21;362,57
"7343";1997-11-22;1997;11;22;362,6
"7344";1997-11-23;1997;11;23;362,54
"7345";1997-11-24;1997;11;24;362,62
"7346";1997-11-25;1997;11;25;362,59
"7347";1997-11-26;1997;11;26;362,58
"7348";1997-11-27;1997;11;27;362,55
"7349";1997-11-28;1997;11;28;362,52
"7350";1997-11-29;1997;11;29;362,51
"7351";1997-11-30;1997;11;30;362,54
"7352";1997-12-01;1997;12;1;362,56
"7353";1997-12-02;1997;12;2;362,53
"7354";1997-12-03;1997;12;3;362,52
"7355";1997-12-04;1997;12;4;362,42
"7356";1997-12-05;1997;12;5;362,44
"7357";1997-12-06;1997;12;6;362,45
"7358";1997-12-07;1997;12;7;362,56
"7359";1997-12-08;1997;12;8;362,54
"7360";1997-12-09;1997;12;9;362,51
"7361";1997-12-10;1997;12;10;362,52
"7362";1997-12-11;1997;12;11;362,49
"7363";1997-12-12;1997;12;12;362,52
"7364";1997-12-14;1997;12;14;362,45
"7365";1997-12-15;1997;12;15;362,46
"7366";1997-12-16;1997;12;16;362,5
"7367";1997-12-17;1997;12;17;362,48
"7368";1997-12-18;1997;12;18;362,44
"7369";1997-12-19;1997;12;19;362,68
"7370";1997-12-20;1997;12;20;362,57
"7371";1997-12-21;1997;12;21;362,57
"7372";1997-12-22;1997;12;22;362,52
"7373";1997-12-23;1997;12;23;362,51
"7374";1997-12-24;1997;12;24;362,58
"7375";1997-12-25;1997;12;25;362,55
"7376";1997-12-26;1997;12;26;362,56
"7377";1997-12-27;1997;12;27;362,59
"7378";1997-12-28;1997;12;28;362,62
"7379";1997-12-29;1997;12;29;362,67
"7380";1997-12-30;1997;12;30;362,64
"7381";1997-12-31;1997;12;31;362,53
"7382";1998-01-01;1998;1;1;362,57
"7383";1998-01-02;1998;1;2;362,58
"7384";1998-01-03;1998;1;3;362,5
"7385";1998-01-04;1998;1;4;362,5
"7386";1998-01-05;1998;1;5;362,52
"7387";1998-01-06;1998;1;6;362,44
"7388";1998-01-07;1998;1;7;361,69
"7389";1998-01-08;1998;1;8;361,89
"7390";1998-01-09;1998;1;9;361,99
"7391";1998-01-10;1998;1;10;362,47
"7392";1998-01-11;1998;1;11;362,46
"7393";1998-01-12;1998;1;12;362,34
"7394";1998-01-13;1998;1;13;362,34
"7395";1998-01-14;1998;1;14;362,46
"7396";1998-01-15;1998;1;15;362,5
"7397";1998-01-16;1998;1;16;362,77
"7398";1998-01-17;1998;1;17;362,68
"7399";1998-01-18;1998;1;18;362,63
"7400";1998-01-19;1998;1;19;362,43
"7401";1998-01-21;1998;1;21;362,51
"7402";1998-01-22;1998;1;22;362,58
"7403";1998-01-23;1998;1;23;362,68
"7404";1998-01-24;1998;1;24;362,49
"7405";1998-01-25;1998;1;25;362,55
"7406";1998-01-26;1998;1;26;362,47
"7407";1998-01-27;1998;1;27;362,49
"7408";1998-01-28;1998;1;28;362,5
"7409";1998-01-29;1998;1;29;362,49
"7410";1998-01-30;1998;1;30;362,44
"7411";1998-01-31;1998;1;31;362,74
"7412";1998-02-01;1998;2;1;362,74
"7413";1998-02-02;1998;2;2;362,74
"7414";1998-02-03;1998;2;3;362,63
"7415";1998-02-04;1998;2;4;362,5
"7416";1998-02-05;1998;2;5;362,48
"7417";1998-02-06;1998;2;6;362,44
"7418";1998-02-07;1998;2;7;362,51
"7419";1998-02-08;1998;2;8;362,56
"7420";1998-02-09;1998;2;9;362,64
"7421";1998-02-10;1998;2;10;362,51
"7422";1998-02-11;1998;2;11;362,57
"7423";1998-02-12;1998;2;12;362,56
"7424";1998-02-13;1998;2;13;362,6
"7425";1998-02-14;1998;2;14;362,52
"7426";1998-02-15;1998;2;15;362,43
"7427";1998-02-16;1998;2;16;362,52
"7428";1998-02-17;1998;2;17;362,77
"7429";1998-02-18;1998;2;18;362,81
"7430";1998-02-19;1998;2;19;362,74
"7431";1998-02-20;1998;2;20;362,73
"7432";1998-02-21;1998;2;21;362,64
"7433";1998-02-24;1998;2;24;362,65
"7434";1998-02-25;1998;2;25;362,71
"7435";1998-02-26;1998;2;26;362,66
"7436";1998-02-27;1998;2;27;362,46
"7437";1998-02-28;1998;2;28;362,25
"7438";1998-03-01;1998;3;1;362,58
"7439";1998-03-02;1998;3;2;362,71
"7440";1998-03-03;1998;3;3;362,7
"7441";1998-03-04;1998;3;4;362,63
"7442";1998-03-05;1998;3;5;362,75
"7443";1998-03-06;1998;3;6;362,58
"7444";1998-03-07;1998;3;7;362,39
"7445";1998-03-08;1998;3;8;362,74
"7446";1998-03-09;1998;3;9;362,68
"7447";1998-03-10;1998;3;10;362,66
"7448";1998-03-11;1998;3;11;362,72
"7449";1998-03-12;1998;3;12;362,73
"7450";1998-03-13;1998;3;13;362,71
"7451";1998-03-14;1998;3;14;362,65
"7452";1998-03-15;1998;3;15;362,63
"7453";1998-03-16;1998;3;16;362,69
"7454";1998-03-17;1998;3;17;362,72
"7455";1998-03-18;1998;3;18;362,61
"7456";1998-03-19;1998;3;19;362,64
"7457";1998-03-20;1998;3;20;362,67
"7458";1998-03-21;1998;3;21;362,76
"7459";1998-03-22;1998;3;22;362,73
"7460";1998-03-23;1998;3;23;362,78
"7461";1998-03-24;1998;3;24;362,75
"7462";1998-03-25;1998;3;25;362,83
"7463";1998-03-26;1998;3;26;362,85
"7464";1998-03-27;1998;3;27;362,84
"7465";1998-03-28;1998;3;28;362,82
"7466";1998-03-29;1998;3;29;362,84
"7467";1998-03-30;1998;3;30;362,76
"7468";1998-03-31;1998;3;31;362,72
"7469";1998-04-01;1998;4;1;362,88
"7470";1998-04-02;1998;4;2;362,94
"7471";1998-04-03;1998;4;3;362,94
"7472";1998-04-04;1998;4;4;362,96
"7473";1998-04-05;1998;4;5;362,98
"7474";1998-04-06;1998;4;6;362,96
"7475";1998-04-07;1998;4;7;362,96
"7476";1998-04-08;1998;4;8;362,98
"7477";1998-04-09;1998;4;9;363,04
"7478";1998-04-10;1998;4;10;363,04
"7479";1998-04-11;1998;4;11;363,02
"7480";1998-04-12;1998;4;12;363,02
"7481";1998-04-13;1998;4;13;363,09
"7482";1998-04-14;1998;4;14;362,98
"7483";1998-04-15;1998;4;15;363,01
"7484";1998-04-16;1998;4;16;362,99
"7485";1998-04-17;1998;4;17;363,04
"7486";1998-04-18;1998;4;18;363,02
"7487";1998-04-19;1998;4;19;363,06
"7488";1998-04-20;1998;4;20;363,05
"7489";1998-04-21;1998;4;21;363,02
"7490";1998-04-22;1998;4;22;363,04
"7491";1998-04-23;1998;4;23;363,09
"7492";1998-04-24;1998;4;24;363,1
"7493";1998-04-25;1998;4;25;363,05
"7494";1998-04-26;1998;4;26;363,05
"7495";1998-04-27;1998;4;27;363,1
"7496";1998-04-28;1998;4;28;363,22
"7497";1998-04-29;1998;4;29;363,17
"7498";1998-04-30;1998;4;30;363,14
"7499";1998-05-01;1998;5;1;363,17
"7500";1998-05-02;1998;5;2;363,15
"7501";1998-05-03;1998;5;3;363,15
"7502";1998-05-04;1998;5;4;363,17
"7503";1998-05-05;1998;5;5;363,15
"7504";1998-05-06;1998;5;6;363,2
"7505";1998-05-07;1998;5;7;363,19
"7506";1998-05-08;1998;5;8;363,19
"7507";1998-05-09;1998;5;9;363,2
"7508";1998-05-10;1998;5;10;363,26
"7509";1998-05-11;1998;5;11;363,25
"7510";1998-05-12;1998;5;12;363,27
"7511";1998-05-13;1998;5;13;363,34
"7512";1998-05-14;1998;5;14;363,32
"7513";1998-05-15;1998;5;15;363,36
"7514";1998-05-16;1998;5;16;363,37
"7515";1998-05-17;1998;5;17;363,35
"7516";1998-05-18;1998;5;18;363,34
"7517";1998-05-19;1998;5;19;363,34
"7518";1998-05-20;1998;5;20;363,38
"7519";1998-05-21;1998;5;21;363,42
"7520";1998-05-22;1998;5;22;363,44
"7521";1998-05-23;1998;5;23;363,47
"7522";1998-05-24;1998;5;24;363,53
"7523";1998-05-25;1998;5;25;363,52
"7524";1998-05-26;1998;5;26;363,48
"7525";1998-05-27;1998;5;27;363,55
"7526";1998-05-28;1998;5;28;363,61
"7527";1998-05-29;1998;5;29;363,54
"7528";1998-05-30;1998;5;30;363,6
"7529";1998-05-31;1998;5;31;363,61
"7530";1998-06-01;1998;6;1;363,66
"7531";1998-06-02;1998;6;2;363,6
"7532";1998-06-03;1998;6;3;363,64
"7533";1998-06-04;1998;6;4;363,6
"7534";1998-06-05;1998;6;5;363,7
"7535";1998-06-06;1998;6;6;363,77
"7536";1998-06-07;1998;6;7;363,74
"7537";1998-06-08;1998;6;8;363,72
"7538";1998-06-09;1998;6;9;363,8
"7539";1998-06-10;1998;6;10;363,83
"7540";1998-06-11;1998;6;11;363,84
"7541";1998-06-12;1998;6;12;363,77
"7542";1998-06-13;1998;6;13;363,77
"7543";1998-06-14;1998;6;14;363,8
"7544";1998-06-15;1998;6;15;363,81
"7545";1998-06-16;1998;6;16;363,79
"7546";1998-06-17;1998;6;17;363,8
"7547";1998-06-18;1998;6;18;363,86
"7548";1998-06-19;1998;6;19;363,9
"7549";1998-06-20;1998;6;20;363,87
"7550";1998-06-21;1998;6;21;363,94
"7551";1998-06-22;1998;6;22;364,05
"7552";1998-06-23;1998;6;23;364,03
"7553";1998-06-24;1998;6;24;363,9
"7554";1998-06-25;1998;6;25;363,93
"7555";1998-06-26;1998;6;26;364
"7556";1998-06-27;1998;6;27;364,05
"7557";1998-06-28;1998;6;28;364,06
"7558";1998-06-29;1998;6;29;364,01
"7559";1998-06-30;1998;6;30;363,99
"7560";1998-07-01;1998;7;1;364,06
"7561";1998-07-02;1998;7;2;364,08
"7562";1998-07-03;1998;7;3;364,21
"7563";1998-07-04;1998;7;4;364,14
"7564";1998-07-05;1998;7;5;364,21
"7565";1998-07-06;1998;7;6;364,14
"7566";1998-07-07;1998;7;7;364,12
"7567";1998-07-08;1998;7;8;364,12
"7568";1998-07-09;1998;7;9;364,2
"7569";1998-07-10;1998;7;10;364,2
"7570";1998-07-11;1998;7;11;364,23
"7571";1998-07-12;1998;7;12;364,22
"7572";1998-07-13;1998;7;13;364,22
"7573";1998-07-14;1998;7;14;364,28
"7574";1998-07-15;1998;7;15;364,32
"7575";1998-07-16;1998;7;16;364,35
"7576";1998-07-17;1998;7;17;364,34
"7577";1998-07-18;1998;7;18;364,3
"7578";1998-07-19;1998;7;19;364,36
"7579";1998-07-20;1998;7;20;364,43
"7580";1998-07-21;1998;7;21;364,42
"7581";1998-07-22;1998;7;22;364,47
"7582";1998-07-23;1998;7;23;364,5
"7583";1998-07-24;1998;7;24;364,52
"7584";1998-07-25;1998;7;25;364,58
"7585";1998-07-26;1998;7;26;364,53
"7586";1998-07-27;1998;7;27;364,67
"7587";1998-07-28;1998;7;28;364,7
"7588";1998-07-29;1998;7;29;364,66
"7589";1998-07-30;1998;7;30;364,67
"7590";1998-07-31;1998;7;31;364,69
"7591";1998-08-01;1998;8;1;364,68
"7592";1998-08-02;1998;8;2;364,72
"7593";1998-08-03;1998;8;3;364,71
"7594";1998-08-04;1998;8;4;364,72
"7595";1998-08-05;1998;8;5;364,82
"7596";1998-08-06;1998;8;6;364,77
"7597";1998-08-07;1998;8;7;364,76
"7598";1998-08-08;1998;8;8;364,85
"7599";1998-08-09;1998;8;9;364,89
"7600";1998-08-10;1998;8;10;364,85
"7601";1998-08-11;1998;8;11;364,91
"7602";1998-08-12;1998;8;12;364,97
"7603";1998-08-13;1998;8;13;364,96
"7604";1998-08-14;1998;8;14;365
"7605";1998-08-15;1998;8;15;364,94
"7606";1998-08-16;1998;8;16;364,94
"7607";1998-08-17;1998;8;17;364,93
"7608";1998-08-18;1998;8;18;364,92
"7609";1998-08-19;1998;8;19;364,97
"7610";1998-08-20;1998;8;20;365,01
"7611";1998-08-22;1998;8;22;365,04
"7612";1998-08-23;1998;8;23;365,04
"7613";1998-08-24;1998;8;24;365,04
"7614";1998-08-25;1998;8;25;365,06
"7615";1998-08-26;1998;8;26;365,07
"7616";1998-08-27;1998;8;27;365,15
"7617";1998-08-28;1998;8;28;365,11
"7618";1998-08-29;1998;8;29;365,13
"7619";1998-08-30;1998;8;30;365,17
"7620";1998-08-31;1998;8;31;365,2
"7621";1998-09-01;1998;9;1;365,17
"7622";1998-09-02;1998;9;2;365,14
"7623";1998-09-03;1998;9;3;365,15
"7624";1998-09-04;1998;9;4;365,17
"7625";1998-09-05;1998;9;5;365,17
"7626";1998-09-06;1998;9;6;365,18
"7627";1998-09-07;1998;9;7;365,18
"7628";1998-09-08;1998;9;8;365,16
"7629";1998-09-09;1998;9;9;365,26
"7630";1998-09-10;1998;9;10;365,37
"7631";1998-09-11;1998;9;11;365,33
"7632";1998-09-12;1998;9;12;365,27
"7633";1998-09-13;1998;9;13;365,27
"7634";1998-09-14;1998;9;14;365,26
"7635";1998-09-15;1998;9;15;365,25
"7636";1998-09-16;1998;9;16;365,25
"7637";1998-09-17;1998;9;17;365,25
"7638";1998-09-18;1998;9;18;365,22
"7639";1998-09-19;1998;9;19;365,22
"7640";1998-09-20;1998;9;20;365,27
"7641";1998-09-21;1998;9;21;365,29
"7642";1998-09-22;1998;9;22;365,36
"7643";1998-09-23;1998;9;23;365,34
"7644";1998-09-24;1998;9;24;365,3
"7645";1998-09-25;1998;9;25;365,32
"7646";1998-09-26;1998;9;26;365,33
"7647";1998-09-27;1998;9;27;365,32
"7648";1998-09-28;1998;9;28;365,26
"7649";1998-09-29;1998;9;29;365,28
"7650";1998-09-30;1998;9;30;365,23
"7651";1998-10-01;1998;10;1;365,22
"7652";1998-10-02;1998;10;2;365,29
"7653";1998-10-03;1998;10;3;365,28
"7654";1998-10-04;1998;10;4;365,27
"7655";1998-10-05;1998;10;5;365,28
"7656";1998-10-06;1998;10;6;365,25
"7657";1998-10-07;1998;10;7;365,31
"7658";1998-10-08;1998;10;8;365,3
"7659";1998-10-09;1998;10;9;365,33
"7660";1998-10-10;1998;10;10;365,31
"7661";1998-10-11;1998;10;11;365,25
"7662";1998-10-12;1998;10;12;365,28
"7663";1998-10-13;1998;10;13;365,29
"7664";1998-10-14;1998;10;14;365,28
"7665";1998-10-15;1998;10;15;365,28
"7666";1998-10-16;1998;10;16;365,28
"7667";1998-10-17;1998;10;17;365,24
"7668";1998-10-18;1998;10;18;365,26
"7669";1998-10-19;1998;10;19;365,29
"7670";1998-10-20;1998;10;20;365,33
"7671";1998-10-21;1998;10;21;365,39
"7672";1998-10-22;1998;10;22;365,39
"7673";1998-10-23;1998;10;23;365,33
"7674";1998-10-24;1998;10;24;365,33
"7675";1998-10-25;1998;10;25;365,32
"7676";1998-10-26;1998;10;26;365,29
"7677";1998-10-27;1998;10;27;365,32
"7678";1998-10-28;1998;10;28;365,33
"7679";1998-10-29;1998;10;29;365,32
"7680";1998-10-30;1998;10;30;365,34
"7681";1998-10-31;1998;10;31;365,37
"7682";1998-11-01;1998;11;1;365,43
"7683";1998-11-02;1998;11;2;365,36
"7684";1998-11-03;1998;11;3;365,38
"7685";1998-11-04;1998;11;4;365,39
"7686";1998-11-05;1998;11;5;365,42
"7687";1998-11-06;1998;11;6;365,36
"7688";1998-11-07;1998;11;7;365,32
"7689";1998-11-08;1998;11;8;365,37
"7690";1998-11-09;1998;11;9;365,2
"7691";1998-11-10;1998;11;10;365,24
"7692";1998-11-11;1998;11;11;365,22
"7693";1998-11-12;1998;11;12;365,22
"7694";1998-11-13;1998;11;13;365,26
"7695";1998-11-15;1998;11;15;365,26
"7696";1998-11-16;1998;11;16;365,24
"7697";1998-11-17;1998;11;17;365,27
"7698";1998-11-18;1998;11;18;365,29
"7699";1998-11-19;1998;11;19;365,31
"7700";1998-11-20;1998;11;20;365,33
"7701";1998-11-21;1998;11;21;365,31
"7702";1998-11-22;1998;11;22;365,31
"7703";1998-11-23;1998;11;23;365,5
"7704";1998-11-24;1998;11;24;365,25
"7705";1998-11-25;1998;11;25;365,23
"7706";1998-11-29;1998;11;29;365,3
"7707";1998-11-30;1998;11;30;365,28
"7708";1998-12-01;1998;12;1;365,28
"7709";1998-12-02;1998;12;2;365,3
"7710";1998-12-03;1998;12;3;365,32
"7711";1998-12-04;1998;12;4;365,33
"7712";1998-12-05;1998;12;5;365,34
"7713";1998-12-06;1998;12;6;365,35
"7714";1998-12-07;1998;12;7;365,33
"7715";1998-12-08;1998;12;8;365,34
"7716";1998-12-09;1998;12;9;365,36
"7717";1998-12-10;1998;12;10;365,28
"7718";1998-12-11;1998;12;11;365,26
"7719";1998-12-12;1998;12;12;365,26
"7720";1998-12-13;1998;12;13;365,25
"7721";1998-12-14;1998;12;14;365,23
"7722";1998-12-15;1998;12;15;365,24
"7723";1998-12-16;1998;12;16;365,25
"7724";1998-12-17;1998;12;17;365,24
"7725";1998-12-18;1998;12;18;365,24
"7726";1998-12-19;1998;12;19;365,25
"7727";1998-12-20;1998;12;20;365,21
"7728";1998-12-21;1998;12;21;365,19
"7729";1998-12-22;1998;12;22;365,21
"7730";1998-12-23;1998;12;23;365,19
"7731";1998-12-24;1998;12;24;365,21
"7732";1998-12-25;1998;12;25;365,19
"7733";1998-12-26;1998;12;26;365,14
"7734";1998-12-27;1998;12;27;365,11
"7735";1998-12-28;1998;12;28;365,15
"7736";1998-12-29;1998;12;29;365,15
"7737";1998-12-30;1998;12;30;365,18
"7738";1998-12-31;1998;12;31;365,16
"7739";1999-01-01;1999;1;1;365,21
"7740";1999-01-02;1999;1;2;365,24
"7741";1999-01-03;1999;1;3;365,25
"7742";1999-01-04;1999;1;4;365,29
"7743";1999-01-05;1999;1;5;365,21
"7744";1999-01-06;1999;1;6;365,27
"7745";1999-01-07;1999;1;7;365,26
"7746";1999-01-08;1999;1;8;365,24
"7747";1999-01-09;1999;1;9;365,21
"7748";1999-01-10;1999;1;10;365,09
"7749";1999-01-11;1999;1;11;365,05
"7750";1999-01-12;1999;1;12;365,13
"7751";1999-01-13;1999;1;13;365,1
"7752";1999-01-14;1999;1;14;364,93
"7753";1999-01-15;1999;1;15;364,89
"7754";1999-01-16;1999;1;16;365,16
"7755";1999-01-17;1999;1;17;365,17
"7756";1999-01-18;1999;1;18;365,2
"7757";1999-01-19;1999;1;19;365,12
"7758";1999-01-20;1999;1;20;365,02
"7759";1999-01-21;1999;1;21;365,03
"7760";1999-01-22;1999;1;22;365,22
"7761";1999-01-23;1999;1;23;365,26
"7762";1999-01-24;1999;1;24;365,26
"7763";1999-01-25;1999;1;25;365,27
"7764";1999-01-26;1999;1;26;365,23
"7765";1999-01-27;1999;1;27;365,3
"7766";1999-01-28;1999;1;28;365,24
"7767";1999-01-29;1999;1;29;365,25
"7768";1999-01-30;1999;1;30;365,3
"7769";1999-01-31;1999;1;31;365,2
"7770";1999-02-01;1999;2;1;365,21
"7771";1999-02-02;1999;2;2;365,25
"7772";1999-02-03;1999;2;3;365,22
"7773";1999-02-04;1999;2;4;364,96
"7774";1999-02-05;1999;2;5;365,06
"7775";1999-02-06;1999;2;6;365,05
"7776";1999-02-07;1999;2;7;365,05
"7777";1999-02-08;1999;2;8;364,98
"7778";1999-02-09;1999;2;9;364,92
"7779";1999-02-10;1999;2;10;364,99
"7780";1999-02-11;1999;2;11;365,12
"7781";1999-02-12;1999;2;12;365,09
"7782";1999-02-13;1999;2;13;365,07
"7783";1999-02-14;1999;2;14;364,99
"7784";1999-02-15;1999;2;15;365,01
"7785";1999-02-16;1999;2;16;365,05
"7786";1999-02-17;1999;2;17;365,06
"7787";1999-02-18;1999;2;18;365,09
"7788";1999-02-19;1999;2;19;365,21
"7789";1999-02-20;1999;2;20;365,24
"7790";1999-02-21;1999;2;21;365,2
"7791";1999-02-22;1999;2;22;365,12
"7792";1999-02-23;1999;2;23;365,06
"7793";1999-02-24;1999;2;24;365,14
"7794";1999-02-25;1999;2;25;365,04
"7795";1999-02-26;1999;2;26;365,13
"7796";1999-02-27;1999;2;27;365,19
"7797";1999-02-28;1999;2;28;365,04
"7798";1999-03-01;1999;3;1;365,12
"7799";1999-03-02;1999;3;2;365,1
"7800";1999-03-03;1999;3;3;365,03
"7801";1999-03-04;1999;3;4;364,99
"7802";1999-03-05;1999;3;5;365,02
"7803";1999-03-06;1999;3;6;364,87
"7804";1999-03-07;1999;3;7;364,92
"7805";1999-03-08;1999;3;8;364,9
"7806";1999-03-09;1999;3;9;365,03
"7807";1999-03-10;1999;3;10;365,11
"7808";1999-03-11;1999;3;11;365,07
"7809";1999-03-12;1999;3;12;365,02
"7810";1999-03-13;1999;3;13;364,98
"7811";1999-03-14;1999;3;14;364,99
"7812";1999-03-15;1999;3;15;364,99
"7813";1999-03-16;1999;3;16;364,98
"7814";1999-03-17;1999;3;17;365
"7815";1999-03-18;1999;3;18;365,04
"7816";1999-03-19;1999;3;19;365,01
"7817";1999-03-20;1999;3;20;364,99
"7818";1999-03-21;1999;3;21;364,98
"7819";1999-03-22;1999;3;22;364,94
"7820";1999-03-23;1999;3;23;364,91
"7821";1999-03-24;1999;3;24;364,93
"7822";1999-03-25;1999;3;25;364,93
"7823";1999-03-26;1999;3;26;364,95
"7824";1999-03-27;1999;3;27;364,98
"7825";1999-03-28;1999;3;28;365,02
"7826";1999-03-29;1999;3;29;365,02
"7827";1999-03-30;1999;3;30;364,98
"7828";1999-03-31;1999;3;31;365,07
"7829";1999-04-01;1999;4;1;365,08
"7830";1999-04-02;1999;4;2;365,11
"7831";1999-04-03;1999;4;3;365,11
"7832";1999-04-04;1999;4;4;365,11
"7833";1999-04-05;1999;4;5;365,11
"7834";1999-04-06;1999;4;6;365,14
"7835";1999-04-07;1999;4;7;365,17
"7836";1999-04-08;1999;4;8;365,15
"7837";1999-04-09;1999;4;9;365,14
"7838";1999-04-10;1999;4;10;365,18
"7839";1999-04-11;1999;4;11;365,16
"7840";1999-04-12;1999;4;12;365,14
"7841";1999-04-13;1999;4;13;365,16
"7842";1999-04-14;1999;4;14;365,18
"7843";1999-04-15;1999;4;15;365,17
"7844";1999-04-16;1999;4;16;365,15
"7845";1999-04-17;1999;4;17;365,15
"7846";1999-04-18;1999;4;18;365,14
"7847";1999-04-19;1999;4;19;365,15
"7848";1999-04-20;1999;4;20;365,17
"7849";1999-04-21;1999;4;21;365,16
"7850";1999-04-22;1999;4;22;365,18
"7851";1999-04-23;1999;4;23;365,17
"7852";1999-04-24;1999;4;24;365,16
"7853";1999-04-25;1999;4;25;365,22
"7854";1999-04-26;1999;4;26;365,22
"7855";1999-04-27;1999;4;27;365,23
"7856";1999-04-28;1999;4;28;365,24
"7857";1999-04-29;1999;4;29;365,26
"7858";1999-04-30;1999;4;30;365,24
"7859";1999-05-01;1999;5;1;365,23
"7860";1999-05-02;1999;5;2;365,26
"7861";1999-05-03;1999;5;3;365,27
"7862";1999-05-04;1999;5;4;365,3
"7863";1999-05-05;1999;5;5;365,28
"7864";1999-05-06;1999;5;6;365,37
"7865";1999-05-07;1999;5;7;365,38
"7866";1999-05-08;1999;5;8;365,34
"7867";1999-05-09;1999;5;9;365,34
"7868";1999-05-10;1999;5;10;365,34
"7869";1999-05-11;1999;5;11;365,34
"7870";1999-05-12;1999;5;12;365,33
"7871";1999-05-13;1999;5;13;365,3
"7872";1999-05-14;1999;5;14;365,32
"7873";1999-05-15;1999;5;15;365,33
"7874";1999-05-16;1999;5;16;365,35
"7875";1999-05-17;1999;5;17;365,35
"7876";1999-05-18;1999;5;18;365,36
"7877";1999-05-19;1999;5;19;365,37
"7878";1999-05-20;1999;5;20;365,37
"7879";1999-05-21;1999;5;21;365,35
"7880";1999-05-22;1999;5;22;365,39
"7881";1999-05-23;1999;5;23;365,43
"7882";1999-05-24;1999;5;24;365,42
"7883";1999-05-25;1999;5;25;365,42
"7884";1999-05-26;1999;5;26;365,51
"7885";1999-05-27;1999;5;27;365,51
"7886";1999-05-28;1999;5;28;365,51
"7887";1999-05-29;1999;5;29;365,55
"7888";1999-05-30;1999;5;30;365,51
"7889";1999-05-31;1999;5;31;365,58
"7890";1999-06-01;1999;6;1;365,63
"7891";1999-06-02;1999;6;2;365,69
"7892";1999-06-03;1999;6;3;365,66
"7893";1999-06-04;1999;6;4;365,61
"7894";1999-06-05;1999;6;5;365,61
"7895";1999-06-06;1999;6;6;365,61
"7896";1999-06-07;1999;6;7;365,66
"7897";1999-06-08;1999;6;8;365,66
"7898";1999-06-09;1999;6;9;365,68
"7899";1999-06-10;1999;6;10;365,67
"7900";1999-06-11;1999;6;11;365,68
"7901";1999-06-12;1999;6;12;365,68
"7902";1999-06-13;1999;6;13;365,7
"7903";1999-06-14;1999;6;14;365,69
"7904";1999-06-15;1999;6;15;365,69
"7905";1999-06-16;1999;6;16;365,71
"7906";1999-06-17;1999;6;17;365,7
"7907";1999-06-18;1999;6;18;365,73
"7908";1999-06-19;1999;6;19;365,69
"7909";1999-06-20;1999;6;20;365,8
"7910";1999-06-21;1999;6;21;365,77
"7911";1999-06-22;1999;6;22;365,76
"7912";1999-06-23;1999;6;23;365,78
"7913";1999-06-24;1999;6;24;365,81
"7914";1999-06-25;1999;6;25;365,8
"7915";1999-06-26;1999;6;26;365,84
"7916";1999-06-27;1999;6;27;365,84
"7917";1999-06-28;1999;6;28;365,83
"7918";1999-06-29;1999;6;29;365,81
"7919";1999-06-30;1999;6;30;365,77
"7920";1999-07-01;1999;7;1;365,83
"7921";1999-07-02;1999;7;2;365,86
"7922";1999-07-03;1999;7;3;365,9
"7923";1999-07-04;1999;7;4;365,9
"7924";1999-07-05;1999;7;5;365,92
"7925";1999-07-06;1999;7;6;365,91
"7926";1999-07-07;1999;7;7;365,88
"7927";1999-07-08;1999;7;8;365,89
"7928";1999-07-09;1999;7;9;365,96
"7929";1999-07-10;1999;7;10;365,98
"7930";1999-07-11;1999;7;11;366,03
"7931";1999-07-12;1999;7;12;366,1
"7932";1999-07-13;1999;7;13;366,03
"7933";1999-07-14;1999;7;14;366,03
"7934";1999-07-15;1999;7;15;366,05
"7935";1999-07-16;1999;7;16;366,15
"7936";1999-07-17;1999;7;17;366,12
"7937";1999-07-18;1999;7;18;366,09
"7938";1999-07-19;1999;7;19;366,05
"7939";1999-07-20;1999;7;20;366,03
"7940";1999-07-21;1999;7;21;366,05
"7941";1999-07-22;1999;7;22;366,07
"7942";1999-07-23;1999;7;23;366,09
"7943";1999-07-24;1999;7;24;366,13
