"";"date";"gesamt"
"1146";2013-01-25;0
"1147";2013-01-26;0
"1148";2013-01-27;0
"1149";2013-01-28;142
"1150";2013-01-29;148
"1151";2013-01-30;274
"1152";2013-01-31;325
"1153";2013-02-01;176
"1154";2013-02-02;74
"1155";2013-02-03;75
"1156";2013-02-04;174
"1157";2013-02-05;211
"1158";2013-02-06;207
"1159";2013-02-07;149
"1160";2013-02-08;167
"1161";2013-02-09;57
"1162";2013-02-10;37
"1163";2013-02-11;150
"1164";2013-02-12;120
"1165";2013-02-13;91
"1166";2013-02-14;107
"1167";2013-02-15;97
"1168";2013-02-16;46
"1169";2013-02-17;31
"1170";2013-02-18;186
"1171";2013-02-19;156
"1172";2013-02-20;144
"1173";2013-02-21;189
"1174";2013-02-22;142
"1175";2013-02-23;37
"1176";2013-02-24;48
"1177";2013-02-25;221
"1178";2013-02-26;151
"1179";2013-02-27;174
"1180";2013-02-28;198
"1181";2013-03-01;216
"1182";2013-03-02;101
"1183";2013-03-03;130
"1184";2013-03-04;294
"1185";2013-03-05;335
"1186";2013-03-06;426
"1187";2013-03-07;409
"1188";2013-03-08;513
"1189";2013-03-09;245
"1190";2013-03-10;217
"1191";2013-03-11;293
"1192";2013-03-12;372
"1193";2013-03-13;234
"1194";2013-03-14;270
"1195";2013-03-15;238
"1196";2013-03-16;237
"1197";2013-03-17;288
"1198";2013-03-18;314
"1199";2013-03-19;365
"1200";2013-03-20;446
"1201";2013-03-21;321
"1202";2013-03-22;514
"1203";2013-03-23;164
"1204";2013-03-24;146
"1205";2013-03-25;213
"1206";2013-03-26;106
"1207";2013-03-27;125
"1208";2013-03-28;146
"1209";2013-03-29;129
"1210";2013-03-30;107
"1211";2013-03-31;24
"1212";2013-04-01;107
"1213";2013-04-02;310
"1214";2013-04-03;352
"1215";2013-04-04;427
"1216";2013-04-05;346
"1217";2013-04-06;339
"1218";2013-04-07;176
"1219";2013-04-08;521
"1220";2013-04-09;532
"1221";2013-04-10;466
"1222";2013-04-11;412
"1223";2013-04-12;513
"1224";2013-04-13;416
"1225";2013-04-14;770
"1226";2013-04-15;1112
"1227";2013-04-16;868
"1228";2013-04-17;933
"1229";2013-04-18;1009
"1230";2013-04-19;377
"1231";2013-04-20;159
"1232";2013-04-21;380
"1233";2013-04-22;767
"1234";2013-04-23;933
"1235";2013-04-24;1128
"1236";2013-04-25;1178
"1237";2013-04-26;943
"1238";2013-04-27;374
"1239";2013-04-28;418
"1240";2013-04-29;789
"1241";2013-04-30;784
"1242";2013-05-01;767
"1243";2013-05-02;520
"1244";2013-05-03;626
"1245";2013-05-04;544
"1246";2013-05-05;761
"1247";2013-05-06;892
"1248";2013-05-07;780
"1249";2013-05-08;1055
"1250";2013-05-09;739
"1251";2013-05-10;182
"1252";2013-05-11;207
"1253";2013-05-12;181
"1254";2013-05-13;605
"1255";2013-05-14;1124
"1256";2013-05-15;1173
"1257";2013-05-16;1000
"1258";2013-05-17;754
"1259";2013-05-18;760
"1260";2013-05-19;322
"1261";2013-05-20;574
"1262";2013-05-21;649
"1263";2013-05-22;489
"1264";2013-05-23;690
"1265";2013-05-24;449
"1266";2013-05-25;248
"1267";2013-05-26;73
"1268";2013-05-27;336
"1269";2013-05-28;1047
"1270";2013-05-29;265
"1271";2013-05-30;161
"1272";2013-05-31;132
"1273";2013-06-01;133
"1274";2013-06-02;37
"1275";2013-06-03;357
"1276";2013-06-04;690
"1277";2013-06-05;1145
"1278";2013-06-06;1221
"1279";2013-06-07;1170
"1280";2013-06-08;851
"1281";2013-06-09;551
"1282";2013-06-10;574
"1283";2013-06-11;790
"1284";2013-06-12;1234
"1285";2013-06-13;1392
"1286";2013-06-14;732
"1287";2013-06-15;763
"1288";2013-06-16;932
"1289";2013-06-17;1223
"1290";2013-06-18;1275
"1291";2013-06-19;1326
"1292";2013-06-20;1190
"1293";2013-06-21;1021
"1294";2013-06-22;392
"1295";2013-06-23;493
"1296";2013-06-24;561
"1297";2013-06-25;723
"1298";2013-06-26;915
"1299";2013-06-27;801
"1300";2013-06-28;911
"1301";2013-06-29;241
"1302";2013-06-30;645
"1303";2013-07-01;1336
"1304";2013-07-02;1480
"1305";2013-07-03;927
"1306";2013-07-04;1057
"1307";2013-07-05;1075
"1308";2013-07-06;804
"1309";2013-07-07;793
"1310";2013-07-08;1440
"1311";2013-07-09;1495
"1312";2013-07-10;1499
"1313";2013-07-11;1341
"1314";2013-07-12;1272
"1315";2013-07-13;705
"1316";2013-07-14;789
"1317";2013-07-15;1434
"1318";2013-07-16;1485
"1319";2013-07-17;1467
"1320";2013-07-18;1397
"1321";2013-07-19;1289
"1322";2013-07-20;742
"1323";2013-07-21;652
"1324";2013-07-22;1432
"1325";2013-07-23;1516
"1326";2013-07-24;1183
"1327";2013-07-25;1322
"1328";2013-07-26;1214
"1329";2013-07-27;601
"1330";2013-07-28;472
"1331";2013-07-29;762
"1332";2013-07-30;1363
"1333";2013-07-31;1371
"1334";2013-08-01;1356
"1335";2013-08-02;1271
"1336";2013-08-03;551
"1337";2013-08-04;506
"1338";2013-08-05;1244
"1339";2013-08-06;1143
"1340";2013-08-07;1118
"1341";2013-08-08;1098
"1342";2013-08-09;473
"1343";2013-08-10;689
"1344";2013-08-11;652
"1345";2013-08-12;1148
"1346";2013-08-13;878
"1347";2013-08-14;1025
"1348";2013-08-15;619
"1349";2013-08-16;802
"1350";2013-08-17;562
"1351";2013-08-18;483
"1352";2013-08-19;498
"1353";2013-08-20;907
"1354";2013-08-21;1080
"1355";2013-08-22;1146
"1356";2013-08-23;974
"1357";2013-08-24;492
"1358";2013-08-25;74
"1359";2013-08-26;783
"1360";2013-08-27;650
"1361";2013-08-28;735
"1362";2013-08-29;1021
"1363";2013-08-30;1002
"1364";2013-08-31;621
"1365";2013-09-01;328
"1366";2013-09-02;826
"1367";2013-09-03;1074
"1368";2013-09-04;1173
"1369";2013-09-05;1187
"1370";2013-09-06;1059
"1371";2013-09-07;645
"1372";2013-09-08;536
"1373";2013-09-09;840
"1374";2013-09-10;529
"1375";2013-09-11;879
"1376";2013-09-12;516
"1377";2013-09-13;607
"1378";2013-09-14;260
"1379";2013-09-15;416
"1380";2013-09-16;586
"1381";2013-09-17;749
"1382";2013-09-18;372
"1383";2013-09-19;758
"1384";2013-09-20;777
"1385";2013-09-21;568
"1386";2013-09-22;722
"1387";2013-09-23;1068
"1388";2013-09-24;1261
"1389";2013-09-25;1234
"1390";2013-09-26;699
"1391";2013-09-27;885
"1392";2013-09-28;494
"1393";2013-09-29;444
"1394";2013-09-30;829
"1395";2013-10-01;895
"1396";2013-10-02;901
"1397";2013-10-03;605
"1398";2013-10-04;576
"1399";2013-10-05;145
"1400";2013-10-06;364
"1401";2013-10-07;847
"1402";2013-10-08;918
"1403";2013-10-09;803
"1404";2013-10-10;528
"1405";2013-10-11;402
"1406";2013-10-12;282
"1407";2013-10-13;463
"1408";2013-10-14;918
"1409";2013-10-15;737
"1410";2013-10-16;617
"1411";2013-10-17;806
"1412";2013-10-18;878
"1413";2013-10-19;604
"1414";2013-10-20;462
"1415";2013-10-21;932
"1416";2013-10-22;1162
"1417";2013-10-23;735
"1418";2013-10-24;1012
"1419";2013-10-25;924
"1420";2013-10-26;648
"1421";2013-10-27;287
"1422";2013-10-28;978
"1423";2013-10-29;414
"1424";2013-10-30;610
"1425";2013-10-31;623
"1426";2013-11-01;264
"1427";2013-11-02;306
"1428";2013-11-03;163
"1429";2013-11-04;787
"1430";2013-11-05;747
"1431";2013-11-06;439
"1432";2013-11-07;841
"1433";2013-11-08;858
"1434";2013-11-09;246
"1435";2013-11-10;85
"1436";2013-11-11;595
"1437";2013-11-12;652
"1438";2013-11-13;626
"1439";2013-11-14;592
"1440";2013-11-15;469
"1441";2013-11-16;200
"1442";2013-11-17;166
"1443";2013-11-18;691
"1444";2013-11-19;636
"1445";2013-11-20;526
"1446";2013-11-21;645
"1447";2013-11-22;509
"1448";2013-11-23;107
"1449";2013-11-24;105
"1450";2013-11-25;506
"1451";2013-11-26;363
"1452";2013-11-27;431
"1453";2013-11-28;413
"1454";2013-11-29;393
"1455";2013-11-30;195
"1456";2013-12-01;232
"1457";2013-12-02;535
"1458";2013-12-03;586
"1459";2013-12-04;555
"1460";2013-12-05;455
"1461";2013-12-06;279
"1462";2013-12-07;119
"1463";2013-12-08;182
"1464";2013-12-09;527
"1465";2013-12-10;633
"1466";2013-12-11;582
"1467";2013-12-12;538
"1468";2013-12-13;488
"1469";2013-12-14;218
"1470";2013-12-15;148
"1471";2013-12-16;554
"1472";2013-12-17;552
"1473";2013-12-18;496
"1474";2013-12-19;507
"1475";2013-12-20;357
"1476";2013-12-21;203
"1477";2013-12-22;182
"1478";2013-12-23;324
"1479";2013-12-24;140
"1480";2013-12-25;152
"1481";2013-12-26;77
"1482";2013-12-27;275
"1483";2013-12-28;270
"1484";2013-12-29;140
"1485";2013-12-30;287
"1486";2013-12-31;178
"1487";2014-01-01;139
"1488";2014-01-02;264
"1489";2014-01-03;315
"1490";2014-01-04;148
"1491";2014-01-05;128
"1492";2014-01-06;265
"1493";2014-01-07;685
"1494";2014-01-08;777
"1495";2014-01-09;698
"1496";2014-01-10;523
"1497";2014-01-11;250
"1498";2014-01-12;322
"1499";2014-01-13;653
"1500";2014-01-14;352
"1501";2014-01-15;474
"1502";2014-01-16;564
"1503";2014-01-17;367
"1504";2014-01-18;213
"1505";2014-01-19;184
"1506";2014-01-20;481
"1507";2014-01-21;296
"1508";2014-01-22;490
"1509";2014-01-23;547
"1510";2014-01-24;316
"1511";2014-01-25;248
"1512";2014-01-26;88
"1513";2014-01-27;317
"1514";2014-01-28;440
"1515";2014-01-29;445
"1516";2014-01-30;456
"1517";2014-01-31;430
"1518";2014-02-01;270
"1519";2014-02-02;78
"1520";2014-02-03;413
"1521";2014-02-04;512
"1522";2014-02-05;521
"1523";2014-02-06;654
"1524";2014-02-07;501
"1525";2014-02-08;354
"1526";2014-02-09;188
"1527";2014-02-10;490
"1528";2014-02-11;566
"1529";2014-02-12;557
"1530";2014-02-13;549
"1531";2014-02-14;478
"1532";2014-02-15;424
"1533";2014-02-16;113
"1534";2014-02-17;586
"1535";2014-02-18;665
"1536";2014-02-19;456
"1537";2014-02-20;714
"1538";2014-02-21;346
"1539";2014-02-22;293
"1540";2014-02-23;421
"1541";2014-02-24;785
"1542";2014-02-25;836
"1543";2014-02-26;693
"1544";2014-02-27;621
"1545";2014-02-28;608
"1546";2014-03-01;269
"1547";2014-03-02;418
"1548";2014-03-03;575
"1549";2014-03-04;437
"1550";2014-03-05;426
"1551";2014-03-06;572
"1552";2014-03-07;604
"1553";2014-03-08;606
"1554";2014-03-09;754
"1555";2014-03-10;843
"1556";2014-03-11;907
"1557";2014-03-12;953
"1558";2014-03-13;939
"1559";2014-03-14;929
"1560";2014-03-15;215
"1561";2014-03-16;148
"1562";2014-03-17;957
"1563";2014-03-18;1096
"1564";2014-03-19;778
"1565";2014-03-20;1168
"1566";2014-03-21;1039
"1567";2014-03-22;454
"1568";2014-03-23;54
"1569";2014-03-24;524
"1570";2014-03-25;604
"1571";2014-03-26;615
"1572";2014-03-27;896
"1573";2014-03-28;982
"1574";2014-03-29;712
"1575";2014-03-30;891
"1576";2014-03-31;1011
"1577";2014-04-01;1136
"1578";2014-04-02;1212
"1579";2014-04-03;1255
"1580";2014-04-04;1014
"1581";2014-04-05;494
"1582";2014-04-06;441
"1583";2014-04-07;1287
"1584";2014-04-08;667
"1585";2014-04-09;934
"1586";2014-04-10;631
"1587";2014-04-11;942
"1588";2014-04-12;653
"1589";2014-04-13;746
"1590";2014-04-14;736
"1591";2014-04-15;702
"1592";2014-04-16;664
"1593";2014-04-17;801
"1594";2014-04-18;106
"1595";2014-04-19;272
"1596";2014-04-20;318
"1597";2014-04-21;406
"1598";2014-04-22;764
"1599";2014-04-23;1141
"1600";2014-04-24;1201
"1601";2014-04-25;1125
"1602";2014-04-26;615
"1603";2014-04-27;115
"1604";2014-04-28;712
"1605";2014-04-29;771
"1606";2014-04-30;934
"1607";2014-05-01;831
"1608";2014-05-02;484
"1609";2014-05-03;185
"1610";2014-05-04;565
"1611";2014-05-05;1255
"1612";2014-05-06;1266
"1613";2014-05-07;456
"1614";2014-05-08;1164
"1615";2014-05-09;684
"1616";2014-05-10;600
"1617";2014-05-11;358
"1618";2014-05-12;858
"1619";2014-05-13;777
"1620";2014-05-14;685
"1621";2014-05-15;723
"1622";2014-05-16;775
"1623";2014-05-17;343
"1624";2014-05-18;647
"1625";2014-05-19;1381
"1626";2014-05-20;1616
"1627";2014-05-21;1615
"1628";2014-05-22;1492
"1629";2014-05-23;1113
"1630";2014-05-24;617
"1631";2014-05-25;788
"1632";2014-05-26;1002
"1633";2014-05-27;612
"1634";2014-05-28;781
"1635";2014-05-29;373
"1636";2014-05-30;547
"1637";2014-05-31;691
"1638";2014-06-01;818
"1639";2014-06-02;1224
"1640";2014-06-03;1266
"1641";2014-06-04;1154
"1642";2014-06-05;1277
"1643";2014-06-06;1293
"1644";2014-06-07;714
"1645";2014-06-08;600
"1646";2014-06-09;533
"1647";2014-06-10;1162
"1648";2014-06-11;1025
"1649";2014-06-12;1103
"1650";2014-06-13;1049
"1651";2014-06-14;559
"1652";2014-06-15;801
"1653";2014-06-16;1201
"1654";2014-06-17;1074
"1655";2014-06-18;1180
"1656";2014-06-19;729
"1657";2014-06-20;473
"1658";2014-06-21;628
"1659";2014-06-22;730
"1660";2014-06-23;1380
"1661";2014-06-24;619
"1662";2014-06-25;1202
"1663";2014-06-26;1458
"1664";2014-06-27;1274
"1665";2014-06-28;853
"1666";2014-06-29;92
"1667";2014-06-30;750
"1668";2014-07-01;1424
"1669";2014-07-02;910
"1670";2014-07-03;1515
"1671";2014-07-04;1277
"1672";2014-07-05;569
"1673";2014-07-06;741
"1674";2014-07-07;1014
"1675";2014-07-08;665
"1676";2014-07-09;400
"1677";2014-07-10;784
"1678";2014-07-11;764
"1679";2014-07-12;386
"1680";2014-07-13;645
"1681";2014-07-14;1136
"1682";2014-07-15;1495
"1683";2014-07-16;1601
"1684";2014-07-17;1512
"1685";2014-07-18;1343
"1686";2014-07-19;660
"1687";2014-07-20;519
"1688";2014-07-21;656
"1689";2014-07-22;543
"1690";2014-07-23;1312
"1691";2014-07-24;1456
"1692";2014-07-25;1394
"1693";2014-07-26;604
"1694";2014-07-27;490
"1695";2014-07-28;1397
"1696";2014-07-29;1056
"1697";2014-07-30;808
"1698";2014-07-31;967
"1699";2014-08-01;1298
"1700";2014-08-02;476
"1701";2014-08-03;608
"1702";2014-08-04;1275
"1703";2014-08-05;847
"1704";2014-08-06;1351
"1705";2014-08-07;999
"1706";2014-08-08;1165
"1707";2014-08-09;459
"1708";2014-08-10;674
"1709";2014-08-11;281
"1710";2014-08-12;1007
"1711";2014-08-13;458
"1712";2014-08-14;800
"1713";2014-08-15;308
"1714";2014-08-16;233
"1715";2014-08-17;681
"1716";2014-08-18;1055
"1717";2014-08-19;763
"1718";2014-08-20;835
"1719";2014-08-21;1074
"1720";2014-08-22;963
"1721";2014-08-23;568
"1722";2014-08-24;550
"1723";2014-08-25;1065
"1724";2014-08-26;480
"1725";2014-08-27;591
"1726";2014-08-28;1092
"1727";2014-08-29;860
"1728";2014-08-30;553
"1729";2014-08-31;118
"1730";2014-09-01;681
"1731";2014-09-02;886
"1732";2014-09-03;612
"1733";2014-09-04;1037
"1734";2014-09-05;925
"1735";2014-09-06;659
"1736";2014-09-07;730
"1737";2014-09-08;1218
"1738";2014-09-09;806
"1739";2014-09-10;1128
"1740";2014-09-11;989
"1741";2014-09-12;310
"1742";2014-09-13;307
"1743";2014-09-14;218
"1744";2014-09-15;1026
"1745";2014-09-16;1267
"1746";2014-09-17;1358
"1747";2014-09-18;1507
"1748";2014-09-19;1295
"1749";2014-09-20;380
"1750";2014-09-21;336
"1751";2014-09-22;813
"1752";2014-09-23;1098
"1753";2014-09-24;1200
"1754";2014-09-25;630
"1755";2014-09-26;991
"1756";2014-09-27;628
"1757";2014-09-28;843
"1758";2014-09-29;1224
"1759";2014-09-30;1178
"1760";2014-10-01;563
"1761";2014-10-02;1075
"1762";2014-10-03;593
"1763";2014-10-04;350
"1764";2014-10-05;532
"1765";2014-10-06;1008
"1766";2014-10-07;1230
"1767";2014-10-08;1253
"1768";2014-10-09;1414
"1769";2014-10-10;1119
"1770";2014-10-11;421
"1771";2014-10-12;769
"1772";2014-10-13;1095
"1773";2014-10-14;1213
"1774";2014-10-15;989
"1775";2014-10-16;728
"1776";2014-10-17;432
"1777";2014-10-18;755
"1778";2014-10-19;943
"1779";2014-10-20;1128
"1780";2014-10-21;709
"1781";2014-10-22;507
"1782";2014-10-23;500
"1783";2014-10-24;759
"1784";2014-10-25;305
"1785";2014-10-26;548
"1786";2014-10-27;747
"1787";2014-10-28;802
"1788";2014-10-29;821
"1789";2014-10-30;566
"1790";2014-10-31;790
"1791";2014-11-01;511
"1792";2014-11-02;751
"1793";2014-11-03;1134
"1794";2014-11-04;1150
"1795";2014-11-05;806
"1796";2014-11-06;556
"1797";2014-11-07;784
"1798";2014-11-08;518
"1799";2014-11-09;461
"1800";2014-11-10;842
"1801";2014-11-11;913
"1802";2014-11-12;955
"1803";2014-11-13;815
"1804";2014-11-14;749
"1805";2014-11-15;289
"1806";2014-11-16;308
"1807";2014-11-17;833
"1808";2014-11-18;325
"1809";2014-11-19;557
"1810";2014-11-20;756
"1811";2014-11-21;720
"1812";2014-11-22;399
"1813";2014-11-23;266
"1814";2014-11-24;848
"1815";2014-11-25;820
"1816";2014-11-26;701
"1817";2014-11-27;723
"1818";2014-11-28;656
"1819";2014-11-29;241
"1820";2014-11-30;166
"1821";2014-12-01;547
"1822";2014-12-02;500
"1823";2014-12-03;658
"1824";2014-12-04;663
"1825";2014-12-05;614
"1826";2014-12-06;205
"1827";2014-12-07;126
"1828";2014-12-08;526
"1829";2014-12-09;592
"1830";2014-12-10;641
"1831";2014-12-11;575
"1832";2014-12-12;663
"1833";2014-12-13;340
"1834";2014-12-14;339
"1835";2014-12-15;625
"1836";2014-12-16;475
"1837";2014-12-17;518
"1838";2014-12-18;483
"1839";2014-12-19;615
"1840";2014-12-20;207
"1841";2014-12-21;219
"1842";2014-12-22;561
"1843";2014-12-23;516
"1844";2014-12-24;165
"1845";2014-12-25;67
"1846";2014-12-26;58
"1847";2014-12-27;33
"1848";2014-12-28;19
"1849";2014-12-29;45
"1850";2014-12-30;26
"1851";2014-12-31;6
"1852";2015-01-01;7
"1853";2015-01-02;33
"1854";2015-01-03;33
"1855";2015-01-04;60
"1856";2015-01-05;190
"1857";2015-01-06;129
"1858";2015-01-07;354
"1859";2015-01-08;392
"1860";2015-01-09;333
"1861";2015-01-10;170
"1862";2015-01-11;49
"1863";2015-01-12;561
"1864";2015-01-13;743
"1865";2015-01-14;526
"1866";2015-01-15;563
"1867";2015-01-16;583
"1868";2015-01-17;70
"1869";2015-01-18;80
"1870";2015-01-19;582
"1871";2015-01-20;564
"1872";2015-01-21;566
"1873";2015-01-22;548
"1874";2015-01-23;381
"1875";2015-01-24;163
"1876";2015-01-25;60
"1877";2015-01-26;343
"1878";2015-01-27;268
"1879";2015-01-28;231
"1880";2015-01-29;274
"1881";2015-01-30;242
"1882";2015-01-31;103
"1883";2015-02-01;91
"1884";2015-02-02;220
"1885";2015-02-03;256
"1886";2015-02-04;264
"1887";2015-02-05;255
"1888";2015-02-06;234
"1889";2015-02-07;89
"1890";2015-02-08;36
"1891";2015-02-09;255
"1892";2015-02-10;288
"1893";2015-02-11;330
"1894";2015-02-12;360
"1895";2015-02-13;350
"1896";2015-02-14;151
"1897";2015-02-15;73
"1898";2015-02-16;341
"1899";2015-02-17;282
"1900";2015-02-18;327
"1901";2015-02-19;349
"1902";2015-02-20;422
"1903";2015-02-21;179
"1904";2015-02-22;61
"1905";2015-02-23;383
"1906";2015-02-24;384
"1907";2015-02-25;496
"1908";2015-02-26;565
"1909";2015-02-27;475
"1910";2015-02-28;184
"1911";2015-03-01;87
"1912";2015-03-02;295
"1913";2015-03-03;589
"1914";2015-03-04;503
"1915";2015-03-05;382
"1916";2015-03-06;565
"1917";2015-03-07;368
"1918";2015-03-08;612
"1919";2015-03-09;787
"1920";2015-03-10;916
"1921";2015-03-11;534
"1922";2015-03-12;551
"1923";2015-03-13;656
"1924";2015-03-14;292
"1925";2015-03-15;363
"1926";2015-03-16;807
"1927";2015-03-17;944
"1928";2015-03-18;993
"1929";2015-03-19;985
"1930";2015-03-20;927
"1931";2015-03-21;337
"1932";2015-03-22;144
"1933";2015-03-23;759
"1934";2015-03-24;1004
"1935";2015-03-25;932
"1936";2015-03-26;649
"1937";2015-03-27;558
"1938";2015-03-28;634
"1939";2015-03-29;171
"1940";2015-03-30;266
"1941";2015-03-31;286
"1942";2015-04-01;301
"1943";2015-04-02;239
"1944";2015-04-03;383
"1945";2015-04-04;53
"1946";2015-04-05;216
"1947";2015-04-06;173
"1948";2015-04-07;689
"1949";2015-04-08;968
"1950";2015-04-09;1053
"1951";2015-04-10;1036
"1952";2015-04-11;545
"1953";2015-04-12;769
"1954";2015-04-13;1119
"1955";2015-04-14;1243
"1956";2015-04-15;1489
"1957";2015-04-16;1385
"1958";2015-04-17;533
"1959";2015-04-18;510
"1960";2015-04-19;783
"1961";2015-04-20;1300
"1962";2015-04-21;1466
"1963";2015-04-22;1743
"1964";2015-04-23;1292
"1965";2015-04-24;1284
"1966";2015-04-25;690
"1967";2015-04-26;778
"1968";2015-04-27;1289
"1969";2015-04-28;425
"1970";2015-04-29;1206
"1971";2015-04-30;643
"1972";2015-05-01;67
"1973";2015-05-02;307
"1974";2015-05-03;82
"1975";2015-05-04;914
"1976";2015-05-05;1680
"1977";2015-05-06;717
"1978";2015-05-07;1469
"1979";2015-05-08;1419
"1980";2015-05-09;348
"1981";2015-05-10;697
"1982";2015-05-11;1539
"1983";2015-05-12;1649
"1984";2015-05-13;1130
"1985";2015-05-14;550
"1986";2015-05-15;327
"1987";2015-05-16;767
"1988";2015-05-17;521
"1989";2015-05-18;1637
"1990";2015-05-19;622
"1991";2015-05-20;397
"1992";2015-05-21;679
"1993";2015-05-22;852
"1994";2015-05-23;356
"1995";2015-05-24;351
"1996";2015-05-25;527
"1997";2015-05-26;486
"1998";2015-05-27;893
"1999";2015-05-28;1222
"2000";2015-05-29;1176
"2001";2015-05-30;540
"2002";2015-05-31;815
"2003";2015-06-01;1163
"2004";2015-06-02;1382
"2005";2015-06-03;1318
"2006";2015-06-04;885
"2007";2015-06-05;961
"2008";2015-06-06;591
"2009";2015-06-07;730
"2010";2015-06-08;523
"2011";2015-06-09;893
"2012";2015-06-10;1214
"2013";2015-06-11;1369
"2014";2015-06-12;1457
"2015";2015-06-13;716
"2016";2015-06-14;748
"2017";2015-06-15;466
"2018";2015-06-16;1268
"2019";2015-06-17;1330
"2020";2015-06-18;840
"2021";2015-06-19;803
"2022";2015-06-20;246
"2023";2015-06-21;422
"2024";2015-06-22;1088
"2025";2015-06-23;1139
"2026";2015-06-24;1224
"2027";2015-06-25;1564
"2028";2015-06-26;1554
"2029";2015-06-27;537
"2030";2015-06-28;860
"2031";2015-06-29;1562
"2032";2015-06-30;1736
"2033";2015-07-01;1717
"2034";2015-07-02;1641
"2035";2015-07-03;1381
"2036";2015-07-04;512
"2037";2015-07-05;431
"2038";2015-07-06;1189
"2039";2015-07-07;1501
"2040";2015-07-08;1191
"2041";2015-07-09;1267
"2042";2015-07-10;1487
"2043";2015-07-11;676
"2044";2015-07-12;716
"2045";2015-07-13;1175
"2046";2015-07-14;1703
"2047";2015-07-15;1649
"2048";2015-07-16;1585
"2049";2015-07-17;1280
"2050";2015-07-18;685
"2051";2015-07-19;660
"2052";2015-07-20;1509
"2053";2015-07-21;1647
"2054";2015-07-22;1583
"2055";2015-07-23;1084
"2056";2015-07-24;1398
"2057";2015-07-25;636
"2058";2015-07-26;847
"2059";2015-07-27;1234
"2060";2015-07-28;1528
"2061";2015-07-29;1149
"2062";2015-07-30;1611
"2063";2015-07-31;1447
"2064";2015-08-01;619
"2065";2015-08-02;798
"2066";2015-08-03;1620
"2067";2015-08-04;1536
"2068";2015-08-05;1517
"2069";2015-08-06;1373
"2070";2015-08-07;1203
"2071";2015-08-08;584
"2072";2015-08-09;465
"2073";2015-08-10;1280
"2074";2015-08-11;1385
"2075";2015-08-12;1332
"2076";2015-08-13;1244
"2077";2015-08-14;969
"2078";2015-08-15;515
"2079";2015-08-16;188
"2080";2015-08-17;532
"2081";2015-08-18;1060
"2082";2015-08-19;795
"2083";2015-08-20;879
"2084";2015-08-21;890
"2085";2015-08-22;580
"2086";2015-08-23;573
"2087";2015-08-24;944
"2088";2015-08-25;919
"2089";2015-08-26;1215
"2090";2015-08-27;1103
"2091";2015-08-28;1023
"2092";2015-08-29;513
"2093";2015-08-30;496
"2094";2015-08-31;1152
"2095";2015-09-01;1030
"2096";2015-09-02;513
"2097";2015-09-03;466
"2098";2015-09-04;864
"2099";2015-09-05;399
"2100";2015-09-06;315
"2101";2015-09-07;923
"2102";2015-09-08;1117
"2103";2015-09-09;1176
"2104";2015-09-10;955
"2105";2015-09-11;1029
"2106";2015-09-12;763
"2107";2015-09-13;843
"2108";2015-09-14;668
"2109";2015-09-15;1066
"2110";2015-09-16;1389
"2111";2015-09-17;1132
"2112";2015-09-18;960
"2113";2015-09-19;640
"2114";2015-09-20;487
"2115";2015-09-21;1289
"2116";2015-09-22;1130
"2117";2015-09-23;572
"2118";2015-09-24;1032
"2119";2015-09-25;988
"2120";2015-09-26;521
"2121";2015-09-27;629
"2122";2015-09-28;1111
"2123";2015-09-29;1118
"2124";2015-09-30;1098
"2125";2015-10-01;1145
"2126";2015-10-02;1096
"2127";2015-10-03;751
"2128";2015-10-04;299
"2129";2015-10-05;1136
"2130";2015-10-06;1157
"2131";2015-10-07;532
"2132";2015-10-08;918
"2133";2015-10-09;987
"2134";2015-10-10;304
"2135";2015-10-11;357
"2136";2015-10-12;1027
"2137";2015-10-13;887
"2138";2015-10-14;680
"2139";2015-10-15;591
"2140";2015-10-16;546
"2141";2015-10-17;336
"2142";2015-10-18;102
"2143";2015-10-19;713
"2144";2015-10-20;876
"2145";2015-10-21;801
"2146";2015-10-22;921
"2147";2015-10-23;636
"2148";2015-10-24;494
"2149";2015-10-25;468
"2150";2015-10-26;752
"2151";2015-10-27;914
"2152";2015-10-28;964
"2153";2015-10-29;819
"2154";2015-10-30;761
"2155";2015-10-31;414
"2156";2015-11-01;467
"2157";2015-11-02;806
"2158";2015-11-03;815
"2159";2015-11-04;826
"2160";2015-11-05;933
"2161";2015-11-06;815
"2162";2015-11-07;450
"2163";2015-11-08;541
"2164";2015-11-09;971
"2165";2015-11-10;1112
"2166";2015-11-11;1192
"2167";2015-11-12;1052
"2168";2015-11-13;924
"2169";2015-11-14;332
"2170";2015-11-15;266
"2171";2015-11-16;1100
"2172";2015-11-17;861
"2173";2015-11-18;886
"2174";2015-11-19;814
"2175";2015-11-20;286
"2176";2015-11-21;262
"2177";2015-11-22;104
"2178";2015-11-23;720
"2179";2015-11-24;763
"2180";2015-11-25;509
"2181";2015-11-26;597
"2182";2015-11-27;577
"2183";2015-11-28;111
"2184";2015-11-29;97
"2185";2015-11-30;488
"2186";2015-12-01;432
"2187";2015-12-02;803
"2188";2015-12-03;832
"2189";2015-12-04;600
"2190";2015-12-05;320
"2191";2015-12-06;422
"2192";2015-12-07;863
"2193";2015-12-08;837
"2194";2015-12-09;583
"2195";2015-12-10;696
"2196";2015-12-11;607
"2197";2015-12-12;249
"2198";2015-12-13;320
"2199";2015-12-14;713
"2200";2015-12-15;739
"2201";2015-12-16;507
"2202";2015-12-17;604
