"";"date";"gesamt"
"1081";2014-06-29;377
"1082";2014-06-30;2480
"1083";2014-07-01;2448
"1084";2014-07-02;2396
"1085";2014-07-03;4473
"1086";2014-07-04;3979
"1087";2014-07-05;2416
"1088";2014-07-06;2764
"1089";2014-07-07;3227
"1090";2014-07-08;1999
"1091";2014-07-09;1342
"1092";2014-07-10;2491
"1093";2014-07-11;2239
"1094";2014-07-12;1139
"1095";2014-07-13;1635
"1096";2014-07-14;3441
"1097";2014-07-15;4191
"1098";2014-07-16;4490
"1099";2014-07-17;4649
"1100";2014-07-18;4371
"1101";2014-07-19;3214
"1102";2014-07-20;2461
"1103";2014-07-21;1547
"1104";2014-07-22;532
"1105";2014-07-23;3528
"1106";2014-07-24;3216
"1107";2014-07-25;2895
"1108";2014-07-26;1778
"1109";2014-07-27;1015
"1110";2014-07-28;2575
"1111";2014-07-29;2505
"1112";2014-07-30;1995
"1113";2014-07-31;1717
"1114";2014-08-01;2535
"1115";2014-08-02;1939
"1116";2014-08-03;1500
"1117";2014-08-04;3088
"1118";2014-08-05;2139
"1119";2014-08-06;2862
"1120";2014-08-07;2002
"1121";2014-08-08;2821
"1122";2014-08-09;1755
"1123";2014-08-10;1940
"1124";2014-08-11;988
"1125";2014-08-12;2406
"1126";2014-08-13;1151
"1127";2014-08-14;1754
"1128";2014-08-15;879
"1129";2014-08-16;1000
"1130";2014-08-17;1741
"1131";2014-08-18;2236
"1132";2014-08-19;1769
"1133";2014-08-20;1694
"1134";2014-08-21;2216
"1135";2014-08-22;1941
"1136";2014-08-23;1390
"1137";2014-08-24;1176
"1138";2014-08-25;2015
"1139";2014-08-26;1220
"1140";2014-08-27;1442
"1141";2014-08-28;1757
"1142";2014-08-29;1735
"1143";2014-08-30;1286
"1144";2014-08-31;511
"1145";2014-09-01;1456
"1146";2014-09-02;2240
"1147";2014-09-03;2145
"1148";2014-09-04;2902
"1149";2014-09-05;2847
"1150";2014-09-06;2491
"1151";2014-09-07;2094
"1152";2014-09-08;3611
"1153";2014-09-09;2902
"1154";2014-09-10;3298
"1155";2014-09-11;2976
"1156";2014-09-12;1119
"1157";2014-09-13;1499
"1158";2014-09-14;916
"1159";2014-09-15;3093
"1160";2014-09-16;3887
"1161";2014-09-17;4168
"1162";2014-09-18;4279
"1163";2014-09-19;3959
"1164";2014-09-20;1993
"1165";2014-09-21;1327
"1166";2014-09-22;2918
"1167";2014-09-23;3760
"1168";2014-09-24;3861
"1169";2014-09-25;2232
"1170";2014-09-26;3254
"1171";2014-09-27;2972
"1172";2014-09-28;2548
"1173";2014-09-29;4144
"1174";2014-09-30;3585
"1175";2014-10-01;2174
"1176";2014-10-02;3712
"1177";2014-10-03;2121
"1178";2014-10-04;1999
"1179";2014-10-05;1798
"1180";2014-10-06;3241
"1181";2014-10-07;3801
"1182";2014-10-08;3635
"1183";2014-10-09;4155
"1184";2014-10-10;3571
"1185";2014-10-11;2283
"1186";2014-10-12;2417
"1187";2014-10-13;3344
"1188";2014-10-14;3878
"1189";2014-10-15;3073
"1190";2014-10-16;2679
"1191";2014-10-17;1839
"1192";2014-10-18;2847
"1193";2014-10-19;2831
"1194";2014-10-20;3482
"1195";2014-10-21;2404
"1196";2014-10-22;1597
"1197";2014-10-23;1646
"1198";2014-10-24;2566
"1199";2014-10-25;1470
"1200";2014-10-26;1574
"1201";2014-10-27;2357
"1202";2014-10-28;2371
"1203";2014-10-29;2592
"1204";2014-10-30;2076
"1205";2014-10-31;2680
"1206";2014-11-01;1734
"1207";2014-11-02;2075
"1208";2014-11-03;3466
"1209";2014-11-04;3673
"1210";2014-11-05;2544
"1211";2014-11-06;1314
"1212";2014-11-07;2438
"1213";2014-11-08;2088
"1214";2014-11-09;1523
"1215";2014-11-10;2734
"1216";2014-11-11;2868
"1217";2014-11-12;2930
"1218";2014-11-13;2518
"1219";2014-11-14;2559
"1220";2014-11-15;1565
"1221";2014-11-16;1201
"1222";2014-11-17;2571
"1223";2014-11-18;1148
"1224";2014-11-19;1864
"1225";2014-11-20;2568
"1226";2014-11-21;2414
"1227";2014-11-22;1636
"1228";2014-11-23;914
"1229";2014-11-24;2644
"1230";2014-11-25;2583
"1231";2014-11-26;2330
"1232";2014-11-27;2244
"1233";2014-11-28;2205
"1234";2014-11-29;1238
"1235";2014-11-30;820
"1236";2014-12-01;1785
"1237";2014-12-02;1888
"1238";2014-12-03;2189
"1239";2014-12-04;2147
"1240";2014-12-05;2001
"1241";2014-12-06;1090
"1242";2014-12-07;618
"1243";2014-12-08;1661
"1244";2014-12-09;2165
"1245";2014-12-10;2008
"1246";2014-12-11;1913
"1247";2014-12-12;2186
"1248";2014-12-13;1533
"1249";2014-12-14;1167
"1250";2014-12-15;2087
"1251";2014-12-16;1574
"1252";2014-12-17;1841
"1253";2014-12-18;1801
"1254";2014-12-19;2194
"1255";2014-12-20;1189
"1256";2014-12-21;898
"1257";2014-12-22;2057
"1258";2014-12-23;1925
"1259";2014-12-24;795
"1260";2014-12-25;288
"1261";2014-12-26;221
"1262";2014-12-27;225
"1263";2014-12-28;111
"1264";2014-12-29;99
"1265";2014-12-30;51
"1266";2014-12-31;106
"1267";2015-01-01;72
"1268";2015-01-02;189
"1269";2015-01-03;215
"1270";2015-01-04;334
"1271";2015-01-05;887
"1272";2015-01-06;14
"1273";2015-01-07;643
"1274";2015-01-08;1148
"1275";2015-01-09;1376
"1276";2015-01-10;911
"1277";2015-01-11;313
"1278";2015-01-12;1635
"1279";2015-01-13;2279
"1280";2015-01-14;1617
"1281";2015-01-15;2031
"1282";2015-01-16;2006
"1283";2015-01-17;410
"1284";2015-01-18;479
"1285";2015-01-19;1952
"1286";2015-01-20;1775
"1287";2015-01-21;1833
"1288";2015-01-22;1753
"1289";2015-01-23;1397
"1290";2015-01-24;792
"1291";2015-01-25;378
"1292";2015-01-26;1146
"1293";2015-01-27;957
"1294";2015-01-28;947
"1295";2015-01-29;1166
"1296";2015-01-30;963
"1297";2015-01-31;599
"1298";2015-02-01;491
"1299";2015-02-02;683
"1300";2015-02-03;369
"1301";2015-02-04;408
"1302";2015-02-05;462
"1303";2015-02-06;423
"1304";2015-02-07;274
"1305";2015-02-08;146
"1306";2015-02-09;576
"1307";2015-02-10;1060
"1308";2015-02-11;1115
"1309";2015-02-12;1192
"1310";2015-02-13;1268
"1311";2015-02-14;730
"1312";2015-02-15;411
"1313";2015-02-16;1184
"1314";2015-02-17;1023
"1315";2015-02-18;1058
"1316";2015-02-19;1299
"1317";2015-02-20;1426
"1318";2015-02-21;860
"1319";2015-02-22;361
"1320";2015-02-23;1332
"1321";2015-02-24;1336
"1322";2015-02-25;1542
"1323";2015-02-26;1830
"1324";2015-02-27;1552
"1325";2015-02-28;835
"1326";2015-03-01;483
"1327";2015-03-02;1066
"1328";2015-03-03;2022
"1329";2015-03-04;1691
"1330";2015-03-05;1427
"1331";2015-03-06;1750
"1332";2015-03-07;1455
"1333";2015-03-08;1628
"1334";2015-03-09;2502
"1335";2015-03-10;2724
"1336";2015-03-11;1828
"1337";2015-03-12;2213
"1338";2015-03-13;2153
"1339";2015-03-14;1223
"1340";2015-03-15;1114
"1341";2015-03-16;2417
"1342";2015-03-17;2916
"1343";2015-03-18;2983
"1344";2015-03-19;3073
"1345";2015-03-20;2839
"1346";2015-03-21;1490
"1347";2015-03-22;660
"1348";2015-03-23;2373
"1349";2015-03-24;3041
"1350";2015-03-25;2806
"1351";2015-03-26;2069
"1352";2015-03-27;1880
"1353";2015-03-28;1967
"1354";2015-03-29;651
"1355";2015-03-30;1011
"1356";2015-03-31;1015
"1357";2015-04-01;1092
"1358";2015-04-02;967
"1359";2015-04-03;1009
"1360";2015-04-04;435
"1361";2015-04-05;649
"1362";2015-04-06;517
"1363";2015-04-07;1880
"1364";2015-04-08;2432
"1365";2015-04-09;2835
"1366";2015-04-10;3186
"1367";2015-04-11;2063
"1368";2015-04-12;2135
"1369";2015-04-13;3535
"1370";2015-04-14;3759
"1371";2015-04-15;4494
"1372";2015-04-16;4154
"1373";2015-04-17;1749
"1374";2015-04-18;2273
"1375";2015-04-19;2392
"1376";2015-04-20;3853
"1377";2015-04-21;4380
"1378";2015-04-22;4513
"1379";2015-04-23;3651
"1380";2015-04-24;3879
"1381";2015-04-25;2616
"1382";2015-04-26;2311
"1383";2015-04-27;3930
"1384";2015-04-28;1596
"1385";2015-04-29;3761
"1386";2015-04-30;2230
"1387";2015-05-01;363
"1388";2015-05-02;1473
"1389";2015-05-03;560
"1390";2015-05-04;3006
"1391";2015-05-05;4323
"1392";2015-05-06;2049
"1393";2015-05-07;4188
"1394";2015-05-08;4340
"1395";2015-05-09;1847
"1396";2015-05-10;2222
"1397";2015-05-11;4605
"1398";2015-05-12;5008
"1399";2015-05-13;3655
"1400";2015-05-14;1747
"1401";2015-05-15;1398
"1402";2015-05-16;2972
"1403";2015-05-17;1609
"1404";2015-05-18;4688
"1405";2015-05-19;2283
"1406";2015-05-20;1157
"1407";2015-05-21;1949
"1408";2015-05-22;2664
"1409";2015-05-23;1500
"1410";2015-05-24;1123
"1411";2015-05-25;1587
"1412";2015-05-26;1567
"1413";2015-05-27;2674
"1414";2015-05-28;3655
"1415";2015-05-29;3428
"1416";2015-05-30;2394
"1417";2015-05-31;2549
"1418";2015-06-01;3544
"1419";2015-06-02;4246
"1420";2015-06-03;4260
"1421";2015-06-04;3158
"1422";2015-06-05;3719
"1423";2015-06-06;2840
"1424";2015-06-07;2617
"1425";2015-06-08;1968
"1426";2015-06-09;2927
"1427";2015-06-10;3626
"1428";2015-06-11;4216
"1429";2015-06-12;4901
"1430";2015-06-13;3220
"1431";2015-06-14;2643
"1432";2015-06-15;1381
"1433";2015-06-16;3737
"1434";2015-06-17;3978
"1435";2015-06-18;2677
"1436";2015-06-19;2686
"1437";2015-06-20;1363
"1438";2015-06-21;1472
"1439";2015-06-22;3295
"1440";2015-06-23;3183
"1441";2015-06-24;3778
"1442";2015-06-25;4460
"1443";2015-06-26;4431
"1444";2015-06-27;2225
"1445";2015-06-28;2790
"1446";2015-06-29;4720
"1447";2015-06-30;5439
"1448";2015-07-01;5239
"1449";2015-07-02;5029
"1450";2015-07-03;4806
"1451";2015-07-04;3387
"1452";2015-07-05;2766
"1453";2015-07-06;4096
"1454";2015-07-07;5047
"1455";2015-07-08;3478
"1456";2015-07-09;3718
"1457";2015-07-10;4529
"1458";2015-07-11;3312
"1459";2015-07-12;2825
"1460";2015-07-13;3300
"1461";2015-07-14;4511
"1462";2015-07-15;5034
"1463";2015-07-16;5073
"1464";2015-07-17;4550
"1465";2015-07-18;3151
"1466";2015-07-19;2838
"1467";2015-07-20;4635
"1468";2015-07-21;5039
"1469";2015-07-22;4154
"1470";2015-07-23;3498
"1471";2015-07-24;4713
"1472";2015-07-25;3198
"1473";2015-07-26;3122
"1474";2015-07-27;3459
"1475";2015-07-28;4227
"1476";2015-07-29;3462
"1477";2015-07-30;4393
"1478";2015-07-31;4523
"1479";2015-08-01;2320
"1480";2015-08-02;2067
"1481";2015-08-03;4272
"1482";2015-08-04;4269
"1483";2015-08-05;4266
"1484";2015-08-06;4353
"1485";2015-08-07;3959
"1486";2015-08-08;2948
"1487";2015-08-09;2460
"1488";2015-08-10;3916
"1489";2015-08-11;4114
"1490";2015-08-12;4198
"1491";2015-08-13;4099
"1492";2015-08-14;3200
"1493";2015-08-15;1595
"1494";2015-08-16;860
"1495";2015-08-17;1524
"1496";2015-08-18;3028
"1497";2015-08-19;2194
"1498";2015-08-20;2477
"1499";2015-08-21;2791
"1500";2015-08-22;2485
"1501";2015-08-23;2035
"1502";2015-08-24;2829
"1503";2015-08-25;2772
"1504";2015-08-26;3642
"1505";2015-08-27;3568
"1506";2015-08-28;3361
"1507";2015-08-29;2656
"1508";2015-08-30;2400
"1509";2015-08-31;3822
"1510";2015-09-01;3039
"1511";2015-09-02;1698
"1512";2015-09-03;1641
"1513";2015-09-04;2646
"1514";2015-09-05;1613
"1515";2015-09-06;1076
"1516";2015-09-07;2597
"1517";2015-09-08;3071
"1518";2015-09-09;3361
"1519";2015-09-10;2984
"1520";2015-09-11;3278
"1521";2015-09-12;2626
"1522";2015-09-13;2387
"1523";2015-09-14;2082
"1524";2015-09-15;3630
"1525";2015-09-16;4115
"1526";2015-09-17;3604
"1527";2015-09-18;3381
"1528";2015-09-19;2506
"1529";2015-09-20;1785
"1530";2015-09-21;4125
"1531";2015-09-22;3519
"1532";2015-09-23;2139
"1533";2015-09-24;3442
"1534";2015-09-25;3419
"1535";2015-09-26;2380
"1536";2015-09-27;2190
"1537";2015-09-28;3525
"1538";2015-09-29;3504
"1539";2015-09-30;3529
"1540";2015-10-01;3555
"1541";2015-10-02;3639
"1542";2015-10-03;2326
"1543";2015-10-04;1399
"1544";2015-10-05;3618
"1545";2015-10-06;3362
"1546";2015-10-07;1679
"1547";2015-10-08;2951
"1548";2015-10-09;3284
"1549";2015-10-10;1768
"1550";2015-10-11;1251
"1551";2015-10-12;3048
"1552";2015-10-13;2794
"1553";2015-10-14;2425
"1554";2015-10-15;2142
"1555";2015-10-16;2057
"1556";2015-10-17;1515
"1557";2015-10-18;542
"1558";2015-10-19;2143
"1559";2015-10-20;2762
"1560";2015-10-21;2877
"1561";2015-10-22;2895
"1562";2015-10-23;2384
"1563";2015-10-24;2110
"1564";2015-10-25;1431
"1565";2015-10-26;3037
"1566";2015-10-27;3086
"1567";2015-10-28;3009
"1568";2015-10-29;2801
"1569";2015-10-30;2899
"1570";2015-10-31;1727
"1571";2015-11-01;1362
"1572";2015-11-02;2829
"1573";2015-11-03;2875
"1574";2015-11-04;2722
"1575";2015-11-05;2940
"1576";2015-11-06;2886
"1577";2015-11-07;1893
"1578";2015-11-08;1786
"1579";2015-11-09;3249
"1580";2015-11-10;3522
"1581";2015-11-11;3533
"1582";2015-11-12;3476
"1583";2015-11-13;3142
"1584";2015-11-14;1704
"1585";2015-11-15;1199
"1586";2015-11-16;3460
"1587";2015-11-17;2954
"1588";2015-11-18;2814
"1589";2015-11-19;2957
"1590";2015-11-20;1035
"1591";2015-11-21;1271
"1592";2015-11-22;526
"1593";2015-11-23;2086
"1594";2015-11-24;2275
"1595";2015-11-25;1547
"1596";2015-11-26;1800
"1597";2015-11-27;2020
"1598";2015-11-28;860
"1599";2015-11-29;532
"1600";2015-11-30;1756
"1601";2015-12-01;1630
"1602";2015-12-02;2469
"1603";2015-12-03;2641
"1604";2015-12-04;2305
"1605";2015-12-05;1508
"1606";2015-12-06;1337
"1607";2015-12-07;2827
"1608";2015-12-08;2663
"1609";2015-12-09;1860
"1610";2015-12-10;2421
"1611";2015-12-11;2160
"1612";2015-12-12;1484
"1613";2015-12-13;1150
"1614";2015-12-14;2366
"1615";2015-12-15;2423
"1616";2015-12-16;1889
"1617";2015-12-17;2231
"1618";2015-12-18;2300
"1619";2015-12-19;1571
"1620";2015-12-20;1293
"1621";2015-12-21;2163
"1622";2015-12-22;2654
"1623";2015-12-23;2170
"1624";2015-12-24;1027
"1625";2015-12-25;622
"1626";2015-12-26;724
"1627";2015-12-27;775
"1628";2015-12-28;1339
"1629";2015-12-29;1374
"1630";2015-12-30;1282
"1631";2015-12-31;700
"1632";2016-01-01;339
"1633";2016-01-02;771
"1634";2016-01-03;507
"1635";2016-01-04;1192
"1636";2016-01-05;1349
"1637";2016-01-06;816
"1638";2016-01-07;1792
"1639";2016-01-08;1912
"1640";2016-01-09;835
"1641";2016-01-10;690
"1642";2016-01-11;1688
"1643";2016-01-12;1673
"1644";2016-01-13;1555
"1645";2016-01-14;2004
"1646";2016-01-15;1078
"1647";2016-01-16;440
"1648";2016-01-17;219
"1649";2016-01-18;423
"1650";2016-01-19;513
"1651";2016-01-20;665
"1652";2016-01-21;872
"1653";2016-01-22;800
"1654";2016-01-23;468
"1655";2016-01-24;420
"1656";2016-01-25;1803
"1657";2016-01-26;2205
"1658";2016-01-27;2257
"1659";2016-01-28;2069
"1660";2016-01-29;1927
"1661";2016-01-30;1514
"1662";2016-01-31;344
"1663";2016-02-01;1796
"1664";2016-02-02;2397
"1665";2016-02-03;1229
"1666";2016-02-04;1483
"1667";2016-02-05;1555
"1668";2016-02-06;1499
"1669";2016-02-07;976
"1670";2016-02-08;1869
"1671";2016-02-09;1550
"1672";2016-02-10;1285
"1673";2016-02-11;1647
"1674";2016-02-12;1758
"1675";2016-02-13;1038
"1676";2016-02-14;895
"1677";2016-02-15;1895
"1678";2016-02-16;1789
"1679";2016-02-17;1687
"1680";2016-02-18;2004
"1681";2016-02-19;1773
"1682";2016-02-20;794
"1683";2016-02-21;838
"1684";2016-02-22;2554
"1685";2016-02-23;1682
"1686";2016-02-24;1837
"1687";2016-02-25;1131
"1688";2016-02-26;1747
"1689";2016-02-27;1062
"1690";2016-02-28;781
"1691";2016-02-29;1228
"1692";2016-03-01;883
"1693";2016-03-02;1256
"1694";2016-03-03;1602
"1695";2016-03-04;1958
"1696";2016-03-05;1170
"1697";2016-03-06;818
"1698";2016-03-07;2076
"1699";2016-03-08;1844
"1700";2016-03-09;2079
"1701";2016-03-10;2268
"1702";2016-03-11;1937
"1703";2016-03-12;1179
"1704";2016-03-13;896
"1705";2016-03-14;2121
"1706";2016-03-15;1525
"1707";2016-03-16;1831
"1708";2016-03-17;2541
"1709";2016-03-18;2436
"1710";2016-03-19;1926
"1711";2016-03-20;1390
"1712";2016-03-21;1661
"1713";2016-03-22;1725
"1714";2016-03-23;1691
"1715";2016-03-24;1884
"1716";2016-03-25;514
"1717";2016-03-26;1192
"1718";2016-03-27;883
"1719";2016-03-28;1278
"1720";2016-03-29;1919
"1721";2016-03-30;2120
"1722";2016-03-31;3059
"1723";2016-04-01;2272
"1724";2016-04-02;2234
"1725";2016-04-03;2724
"1726";2016-04-04;3945
"1727";2016-04-05;4119
"1728";2016-04-06;2488
"1729";2016-04-07;2628
"1730";2016-04-08;1971
"1731";2016-04-09;1276
"1732";2016-04-10;1782
"1733";2016-04-11;3925
"1734";2016-04-12;3006
"1735";2016-04-13;3101
"1736";2016-04-14;2883
"1737";2016-04-15;2358
"1738";2016-04-16;2564
"1739";2016-04-17;646
"1740";2016-04-18;2066
"1741";2016-04-19;3629
"1742";2016-04-20;4003
"1743";2016-04-21;4320
"1744";2016-04-22;3984
"1745";2016-04-23;1467
"1746";2016-04-24;860
"1747";2016-04-25;1718
"1748";2016-04-26;1685
"1749";2016-04-27;1934
"1750";2016-04-28;2728
"1751";2016-04-29;3244
"1752";2016-04-30;2896
"1753";2016-05-01;959
"1754";2016-05-02;3259
"1755";2016-05-03;2793
"1756";2016-05-04;3380
"1757";2016-05-05;2675
"1758";2016-05-06;3827
"1759";2016-05-07;3309
"1760";2016-05-08;2918
"1761";2016-05-09;4515
"1762";2016-05-10;3873
"1763";2016-05-11;3889
"1764";2016-05-12;2631
"1765";2016-05-13;1617
"1766";2016-05-14;1129
"1767";2016-05-15;877
"1768";2016-05-16;630
"1769";2016-05-17;2236
"1770";2016-05-18;3722
"1771";2016-05-19;1413
"1772";2016-05-20;2833
"1773";2016-05-21;3395
"1774";2016-05-22;3243
"1775";2016-05-23;1712
"1776";2016-05-24;991
"1777";2016-05-25;3061
"1778";2016-05-26;2887
"1779";2016-05-27;3186
"1780";2016-05-28;2415
"1781";2016-05-29;2181
"1782";2016-05-30;2420
"1783";2016-05-31;2908
"1784";2016-06-01;2636
"1785";2016-06-02;2269
"1786";2016-06-03;2826
"1787";2016-06-04;1916
"1788";2016-06-05;1119
"1789";2016-06-06;4634
"1790";2016-06-07;5207
"1791";2016-06-08;2822
"1792";2016-06-09;2152
"1793";2016-06-10;4330
"1794";2016-06-11;1269
"1795";2016-06-12;1310
"1796";2016-06-13;2813
"1797";2016-06-14;3048
"1798";2016-06-15;3453
"1799";2016-06-16;3131
"1800";2016-06-17;2613
"1801";2016-06-18;2513
"1802";2016-06-19;612
"1803";2016-06-20;4000
"1804";2016-06-21;3636
"1805";2016-06-22;4884
"1806";2016-06-23;5055
"1807";2016-06-24;4643
"1808";2016-06-25;2734
"1809";2016-06-26;1268
"1810";2016-06-27;3903
"1811";2016-06-28;4920
"1812";2016-06-29;4589
"1813";2016-06-30;2947
"1814";2016-07-01;4465
"1815";2016-07-02;2230
"1816";2016-07-03;2397
"1817";2016-07-04;4488
"1818";2016-07-05;4722
"1819";2016-07-06;4281
"1820";2016-07-07;5013
"1821";2016-07-08;4567
"1822";2016-07-09;3522
"1823";2016-07-10;3024
"1824";2016-07-11;4234
"1825";2016-07-12;1906
"1826";2016-07-13;1779
"1827";2016-07-14;2145
"1828";2016-07-15;3150
"1829";2016-07-16;2701
"1830";2016-07-17;1871
"1831";2016-07-18;4542
"1832";2016-07-19;5268
"1833";2016-07-20;5187
"1834";2016-07-21;3246
"1835";2016-07-22;3847
"1836";2016-07-23;2289
"1837";2016-07-24;2899
"1838";2016-07-25;3478
"1839";2016-07-26;3541
"1840";2016-07-27;3611
"1841";2016-07-28;4202
"1842";2016-07-29;4432
"1843";2016-07-30;3491
"1844";2016-07-31;1064
"1845";2016-08-01;4105
"1846";2016-08-02;3541
"1847";2016-08-03;4447
"1848";2016-08-04;4471
"1849";2016-08-05;944
"1850";2016-08-06;2718
"1851";2016-08-07;1989
"1852";2016-08-08;4315
"1853";2016-08-09;1499
"1854";2016-08-10;2010
"1855";2016-08-11;3016
"1856";2016-08-12;1496
"1857";2016-08-13;2654
"1858";2016-08-14;2126
"1859";2016-08-15;2344
"1860";2016-08-16;3912
"1861";2016-08-17;3741
"1862";2016-08-18;2574
"1863";2016-08-19;2443
"1864";2016-08-20;2000
"1865";2016-08-21;1340
"1866";2016-08-22;3277
"1867";2016-08-23;3857
"1868";2016-08-24;3972
"1869";2016-08-25;3934
"1870";2016-08-26;3570
"1871";2016-08-27;2780
"1872";2016-08-28;2287
"1873";2016-08-29;2214
"1874";2016-08-30;3696
"1875";2016-08-31;4041
"1876";2016-09-01;2970
"1877";2016-09-02;3651
"1878";2016-09-03;2798
"1879";2016-09-04;2006
"1880";2016-09-05;2007
"1881";2016-09-06;3171
"1882";2016-09-07;3970
"1883";2016-09-08;4182
"1884";2016-09-09;4035
"1885";2016-09-10;3157
"1886";2016-09-11;3065
"1887";2016-09-12;4691
"1888";2016-09-13;4987
"1889";2016-09-14;4968
"1890";2016-09-15;4715
"1891";2016-09-16;3402
"1892";2016-09-17;700
"1893";2016-09-18;678
"1894";2016-09-19;1468
"1895";2016-09-20;3056
"1896";2016-09-21;3775
"1897";2016-09-22;4245
"1898";2016-09-23;3853
"1899";2016-09-24;3273
"1900";2016-09-25;3059
"1901";2016-09-26;4242
"1902";2016-09-27;4171
"1903";2016-09-28;4286
"1904";2016-09-29;4538
"1905";2016-09-30;4422
"1906";2016-10-01;2858
"1907";2016-10-02;810
"1908";2016-10-03;1390
"1909";2016-10-04;2393
"1910";2016-10-05;3343
"1911";2016-10-06;2053
"1912";2016-10-07;2093
"1913";2016-10-08;1594
"1914";2016-10-09;1662
"1915";2016-10-10;2811
"1916";2016-10-11;2710
"1917";2016-10-12;2741
"1918";2016-10-13;3022
"1919";2016-10-14;2920
"1920";2016-10-15;2346
"1921";2016-10-16;2368
"1922";2016-10-17;3270
"1923";2016-10-18;1694
"1924";2016-10-19;2450
"1925";2016-10-20;2804
"1926";2016-10-21;2003
"1927";2016-10-22;2096
"1928";2016-10-23;1535
"1929";2016-10-24;3340
"1930";2016-10-25;1947
"1931";2016-10-26;2765
"1932";2016-10-27;2972
"1933";2016-10-28;2965
"1934";2016-10-29;1400
"1935";2016-10-30;1338
"1936";2016-10-31;2429
"1937";2016-11-01;1497
"1938";2016-11-02;1795
"1939";2016-11-03;2424
"1940";2016-11-04;2404
"1941";2016-11-05;1399
"1942";2016-11-06;379
"1943";2016-11-07;1989
"1944";2016-11-08;2433
"1945";2016-11-09;2015
"1946";2016-11-10;1871
"1947";2016-11-11;1510
"1948";2016-11-12;1203
"1949";2016-11-13;847
"1950";2016-11-14;2156
"1951";2016-11-15;2163
"1952";2016-11-16;1318
"1953";2016-11-17;2133
"1954";2016-11-18;2497
"1955";2016-11-19;892
"1956";2016-11-20;1191
"1957";2016-11-21;2944
"1958";2016-11-22;3258
"1959";2016-11-23;3030
"1960";2016-11-24;2692
"1961";2016-11-25;2306
"1962";2016-11-26;1429
"1963";2016-11-27;927
"1964";2016-11-28;2405
"1965";2016-11-29;2285
"1966";2016-11-30;2123
"1967";2016-12-01;2258
"1968";2016-12-02;2119
"1969";2016-12-03;1278
"1970";2016-12-04;771
"1971";2016-12-05;2074
"1972";2016-12-06;2109
"1973";2016-12-07;2028
"1974";2016-12-08;2322
"1975";2016-12-09;2195
"1976";2016-12-10;1683
"1977";2016-12-11;868
"1978";2016-12-12;2055
"1979";2016-12-13;2353
"1980";2016-12-14;2314
"1981";2016-12-15;2189
"1982";2016-12-16;2114
"1983";2016-12-17;1405
"1984";2016-12-18;761
"1985";2016-12-19;1992
"1986";2016-12-20;2186
"1987";2016-12-21;2048
"1988";2016-12-22;2075
"1989";2016-12-23;1467
"1990";2016-12-24;730
"1991";2016-12-25;357
"1992";2016-12-26;550
"1993";2016-12-27;1010
"1994";2016-12-28;1128
"1995";2016-12-29;1172
"1996";2016-12-30;1136
"1997";2016-12-31;705
"1998";2017-01-01;384
"1999";2017-01-02;834
"2000";2017-01-03;376
"2001";2017-01-04;347
"2002";2017-01-05;225
"2003";2017-01-06;81
"2004";2017-01-07;132
"2005";2017-01-08;77
"2006";2017-01-09;594
"2007";2017-01-10;657
"2008";2017-01-11;549
"2009";2017-01-12;1064
"2010";2017-01-13;1017
"2011";2017-01-14;423
"2012";2017-01-15;47
"2013";2017-01-16;22
"2014";2017-01-17;7
"2015";2017-01-18;2
"2016";2017-01-19;1
"2017";2017-01-20;2
"2018";2017-01-21;6
"2019";2017-01-22;2
"2020";2017-01-23;13
"2021";2017-01-24;46
"2022";2017-01-25;64
"2023";2017-01-26;260
"2024";2017-01-27;299
"2025";2017-01-28;225
"2026";2017-01-29;187
"2027";2017-01-30;394
"2028";2017-01-31;885
"2029";2017-02-01;1462
"2030";2017-02-02;1768
"2031";2017-02-03;1657
"2032";2017-02-04;1224
"2033";2017-02-05;853
"2034";2017-02-06;1741
"2035";2017-02-07;1993
"2036";2017-02-08;1828
"2037";2017-02-09;1855
"2038";2017-02-10;1668
"2039";2017-02-11;1298
"2040";2017-02-12;636
"2041";2017-02-13;1780
"2042";2017-02-14;1975
"2043";2017-02-15;2179
"2044";2017-02-16;2491
"2045";2017-02-17;1157
"2046";2017-02-18;1136
"2047";2017-02-19;1292
"2048";2017-02-20;1978
"2049";2017-02-21;1397
"2050";2017-02-22;2033
"2051";2017-02-23;2403
"2052";2017-02-24;1649
"2053";2017-02-25;1481
"2054";2017-02-26;1025
"2055";2017-02-27;2330
"2056";2017-02-28;843
"2057";2017-03-01;1804
"2058";2017-03-02;1729
"2059";2017-03-03;2218
"2060";2017-03-04;2005
"2061";2017-03-05;1182
"2062";2017-03-06;2125
"2063";2017-03-07;2020
"2064";2017-03-08;2404
"2065";2017-03-09;1446
"2066";2017-03-10;2377
"2067";2017-03-11;1812
"2068";2017-03-12;1898
"2069";2017-03-13;2838
"2070";2017-03-14;3004
"2071";2017-03-15;2990
"2072";2017-03-16;3237
"2073";2017-03-17;2787
"2074";2017-03-18;713
"2075";2017-03-19;990
"2076";2017-03-20;2685
"2077";2017-03-21;2940
"2078";2017-03-22;1789
"2079";2017-03-23;3210
"2080";2017-03-24;2622
"2081";2017-03-25;2250
"2082";2017-03-26;1985
"2083";2017-03-27;3382
"2084";2017-03-28;3824
"2085";2017-03-29;3715
"2086";2017-03-30;3983
"2087";2017-03-31;4090
"2088";2017-04-01;2911
"2089";2017-04-02;2802
