"";"year";"month";"day";"ice";"date"
"1";1972;1;1;14449000;1972-01-01
"2";1972;1;2;14541400;1972-01-02
"3";1972;1;3;14633900;1972-01-03
"4";1972;1;4;14716100;1972-01-04
"5";1972;1;5;14808500;1972-01-05
"6";1972;1;6;14890700;1972-01-06
"7";1972;1;7;14983200;1972-01-07
"8";1972;1;8;15065300;1972-01-08
"9";1972;1;9;15147500;1972-01-09
"10";1972;1;10;15229700;1972-01-10
"11";1972;1;11;15311900;1972-01-11
"12";1972;1;12;15394000;1972-01-12
"13";1972;1;13;15476200;1972-01-13
"14";1972;1;14;15558400;1972-01-14
"15";1972;1;15;15640600;1972-01-15
"16";1972;1;16;15640600;1972-01-16
"17";1972;1;17;15640600;1972-01-17
"18";1972;1;18;15640600;1972-01-18
"19";1972;1;19;15640600;1972-01-19
"20";1972;1;20;15640600;1972-01-20
"21";1972;1;21;15640600;1972-01-21
"22";1972;1;22;15640600;1972-01-22
"23";1972;1;23;15650900;1972-01-23
"24";1972;1;24;15671400;1972-01-24
"25";1972;1;25;15692000;1972-01-25
"26";1972;1;26;15712500;1972-01-26
"27";1972;1;27;15722800;1972-01-27
"28";1972;1;28;15743300;1972-01-28
"29";1972;1;29;15763900;1972-01-29
"30";1972;1;30;15815200;1972-01-30
"31";1972;1;31;15876900;1972-01-31
"32";1972;2;1;15928200;1972-02-01
"33";1972;2;2;15989800;1972-02-02
"34";1972;2;3;16051500;1972-02-03
"35";1972;2;4;16102800;1972-02-04
"36";1972;2;5;16154200;1972-02-05
"37";1972;2;6;16185000;1972-02-06
"38";1972;2;7;16215800;1972-02-07
"39";1972;2;8;16246700;1972-02-08
"40";1972;2;9;16267200;1972-02-09
"41";1972;2;10;16298000;1972-02-10
"42";1972;2;11;16318600;1972-02-11
"43";1972;2;12;16349400;1972-02-12
"44";1972;2;13;16369900;1972-02-13
"45";1972;2;14;16400800;1972-02-14
"46";1972;2;15;16421300;1972-02-15
"47";1972;2;16;16452100;1972-02-16
"48";1972;2;17;16472700;1972-02-17
"49";1972;2;18;16503500;1972-02-18
"50";1972;2;19;16524000;1972-02-19
"51";1972;2;20;16524000;1972-02-20
"52";1972;2;21;16513800;1972-02-21
"53";1972;2;22;16503500;1972-02-22
"54";1972;2;23;16493200;1972-02-23
"55";1972;2;24;16493200;1972-02-24
"56";1972;2;25;16482900;1972-02-25
"57";1972;2;26;16472700;1972-02-26
"58";1972;2;27;16411000;1972-02-27
"59";1972;2;28;16349400;1972-02-28
"60";1972;2;29;16287800;1972-02-29
"61";1972;3;1;16226100;1972-03-01
"62";1972;3;2;16154200;1972-03-02
"63";1972;3;3;16092600;1972-03-03
"64";1972;3;4;16030900;1972-03-04
"65";1972;3;5;16020700;1972-03-05
"66";1972;3;6;16020700;1972-03-06
"67";1972;3;7;16020700;1972-03-07
"68";1972;3;8;16010400;1972-03-08
"69";1972;3;9;16010400;1972-03-09
"70";1972;3;10;16000100;1972-03-10
"71";1972;3;11;16000100;1972-03-11
"72";1972;3;12;16030900;1972-03-12
"73";1972;3;13;16072000;1972-03-13
"74";1972;3;14;16102800;1972-03-14
"75";1972;3;15;16133700;1972-03-15
"76";1972;3;16;16164500;1972-03-16
"77";1972;3;17;16195300;1972-03-17
"78";1972;3;18;16226100;1972-03-18
"79";1972;3;19;16267200;1972-03-19
"80";1972;3;20;16318600;1972-03-20
"81";1972;3;21;16369900;1972-03-21
"82";1972;3;22;16411000;1972-03-22
"83";1972;3;23;16452100;1972-03-23
"84";1972;3;24;16503500;1972-03-24
"85";1972;3;25;16544600;1972-03-25
"86";1972;3;26;16452100;1972-03-26
"87";1972;3;27;16369900;1972-03-27
"88";1972;3;28;16277500;1972-03-28
"89";1972;3;29;16185000;1972-03-29
"90";1972;3;30;16092600;1972-03-30
"91";1972;3;31;16000100;1972-03-31
"92";1972;4;1;15907700;1972-04-01
"93";1972;4;2;15866600;1972-04-02
"94";1972;4;3;15825500;1972-04-03
"95";1972;4;4;15784400;1972-04-04
"96";1972;4;5;15743300;1972-04-05
"97";1972;4;6;15702200;1972-04-06
"98";1972;4;7;15650900;1972-04-07
"99";1972;4;8;15609800;1972-04-08
"100";1972;4;9;15620000;1972-04-09
"101";1972;4;10;15640600;1972-04-10
"102";1972;4;11;15661100;1972-04-11
"103";1972;4;12;15671400;1972-04-12
"104";1972;4;13;15692000;1972-04-13
"105";1972;4;14;15702200;1972-04-14
"106";1972;4;15;15712500;1972-04-15
"107";1972;4;16;15692000;1972-04-16
"108";1972;4;17;15661100;1972-04-17
"109";1972;4;18;15630300;1972-04-18
"110";1972;4;19;15609800;1972-04-19
"111";1972;4;20;15579000;1972-04-20
"112";1972;4;21;15548100;1972-04-21
"113";1972;4;22;15507000;1972-04-22
"114";1972;4;23;15424900;1972-04-23
"115";1972;4;24;15342700;1972-04-24
"116";1972;4;25;15250200;1972-04-25
"117";1972;4;26;15168000;1972-04-26
"118";1972;4;27;15075600;1972-04-27
"119";1972;4;28;14993400;1972-04-28
"120";1972;4;29;14901000;1972-04-29
"121";1972;4;30;14911200;1972-04-30
"122";1972;5;1;14911200;1972-05-01
"123";1972;5;2;14921500;1972-05-02
"124";1972;5;3;14931800;1972-05-03
"125";1972;5;4;14931800;1972-05-04
"126";1972;5;5;14942100;1972-05-05
"127";1972;5;6;14942100;1972-05-06
"128";1972;5;7;14911200;1972-05-07
"129";1972;5;8;14880400;1972-05-08
"130";1972;5;9;14849600;1972-05-09
"131";1972;5;10;14818800;1972-05-10
"132";1972;5;11;14788000;1972-05-11
"133";1972;5;12;14757200;1972-05-12
"134";1972;5;13;14726300;1972-05-13
"135";1972;5;14;14695500;1972-05-14
"136";1972;5;15;14675000;1972-05-15
"137";1972;5;16;14644200;1972-05-16
"138";1972;5;17;14613300;1972-05-17
"139";1972;5;18;14582500;1972-05-18
"140";1972;5;19;14562000;1972-05-19
"141";1972;5;20;14531200;1972-05-20
"142";1972;5;21;14459200;1972-05-21
"143";1972;5;22;14397600;1972-05-22
"144";1972;5;23;14325700;1972-05-23
"145";1972;5;24;14264100;1972-05-24
"146";1972;5;25;14192200;1972-05-25
"147";1972;5;26;14130500;1972-05-26
"148";1972;5;27;14058600;1972-05-27
"149";1972;5;28;13997000;1972-05-28
"150";1972;5;29;13935400;1972-05-29
"151";1972;5;30;13884000;1972-05-30
"152";1972;5;31;13822400;1972-05-31
"153";1972;6;1;13760700;1972-06-01
"154";1972;6;2;13699100;1972-06-02
"155";1972;6;3;13637400;1972-06-03
"156";1972;6;4;13565500;1972-06-04
"157";1972;6;5;13503900;1972-06-05
"158";1972;6;6;13432000;1972-06-06
"159";1972;6;7;13370400;1972-06-07
"160";1972;6;8;13298500;1972-06-08
"161";1972;6;9;13226600;1972-06-09
"162";1972;6;10;13164900;1972-06-10
"163";1972;6;11;13113600;1972-06-11
"164";1972;6;12;13051900;1972-06-12
"165";1972;6;13;13000600;1972-06-13
"166";1972;6;14;12949200;1972-06-14
"167";1972;6;15;12897800;1972-06-15
"168";1972;6;16;12836200;1972-06-16
"169";1972;6;17;12784800;1972-06-17
"170";1972;6;18;12723200;1972-06-18
"171";1972;6;19;12661600;1972-06-19
"172";1972;6;20;12599900;1972-06-20
"173";1972;6;21;12538300;1972-06-21
"174";1972;6;22;12476700;1972-06-22
"175";1972;6;23;12404800;1972-06-23
"176";1972;6;24;12343100;1972-06-24
"177";1972;6;25;12271200;1972-06-25
"178";1972;6;26;12209600;1972-06-26
"179";1972;6;27;12137700;1972-06-27
"180";1972;6;28;12076000;1972-06-28
"181";1972;6;29;12004100;1972-06-29
"182";1972;6;30;11932200;1972-06-30
"183";1972;7;1;11860300;1972-07-01
"184";1972;7;2;11819200;1972-07-02
"185";1972;7;3;11767900;1972-07-03
"186";1972;7;4;11726800;1972-07-04
"187";1972;7;5;11675400;1972-07-05
"188";1972;7;6;11624000;1972-07-06
"189";1972;7;7;11572700;1972-07-07
"190";1972;7;8;11531600;1972-07-08
"191";1972;7;9;11428900;1972-07-09
"192";1972;7;10;11326100;1972-07-10
"193";1972;7;11;11223400;1972-07-11
"194";1972;7;12;11131000;1972-07-12
"195";1972;7;13;11028200;1972-07-13
"196";1972;7;14;10925500;1972-07-14
"197";1972;7;15;10822800;1972-07-15
"198";1972;7;16;10720100;1972-07-16
"199";1972;7;17;10617300;1972-07-17
"200";1972;7;18;10524900;1972-07-18
"201";1972;7;19;10422200;1972-07-19
"202";1972;7;20;10319400;1972-07-20
"203";1972;7;21;10227000;1972-07-21
"204";1972;7;22;10124300;1972-07-22
"205";1972;7;23;10011300;1972-07-23
"206";1972;7;24;9908530;1972-07-24
"207";1972;7;25;9795540;1972-07-25
"208";1972;7;26;9682540;1972-07-26
"209";1972;7;27;9579810;1972-07-27
"210";1972;7;28;9466820;1972-07-28
"211";1972;7;29;9364090;1972-07-29
"212";1972;7;30;9292180;1972-07-30
"213";1972;7;31;9230550;1972-07-31
"214";1972;8;1;9168910;1972-08-01
"215";1972;8;2;9107280;1972-08-02
"216";1972;8;3;9045640;1972-08-03
"217";1972;8;4;8984010;1972-08-04
"218";1972;8;5;8932640;1972-08-05
"219";1972;8;6;8860740;1972-08-06
"220";1972;8;7;8799100;1972-08-07
"221";1972;8;8;8737470;1972-08-08
"222";1972;8;9;8686100;1972-08-09
"223";1972;8;10;8624470;1972-08-10
"224";1972;8;11;8573110;1972-08-11
"225";1972;8;12;8511470;1972-08-12
"226";1972;8;13;8439560;1972-08-13
"227";1972;8;14;8367660;1972-08-14
"228";1972;8;15;8295750;1972-08-15
"229";1972;8;16;8234120;1972-08-16
"230";1972;8;17;8162210;1972-08-17
"231";1972;8;18;8100570;1972-08-18
"232";1972;8;19;8038940;1972-08-19
"233";1972;8;20;7967030;1972-08-20
"234";1972;8;21;7895120;1972-08-21
"235";1972;8;22;7823220;1972-08-22
"236";1972;8;23;7761580;1972-08-23
"237";1972;8;24;7699940;1972-08-24
"238";1972;8;25;7638310;1972-08-25
"239";1972;8;26;7576680;1972-08-26
"240";1972;8;27;7535580;1972-08-27
"241";1972;8;28;7504770;1972-08-28
"242";1972;8;29;7463680;1972-08-29
"243";1972;8;30;7432860;1972-08-30
"244";1972;8;31;7412320;1972-08-31
"245";1972;9;1;7381500;1972-09-01
"246";1972;9;2;7360950;1972-09-02
"247";1972;9;3;7340410;1972-09-03
"248";1972;9;4;7330140;1972-09-04
"249";1972;9;5;7319860;1972-09-05
"250";1972;9;6;7319860;1972-09-06
"251";1972;9;7;7309590;1972-09-07
"252";1972;9;8;7309590;1972-09-08
"253";1972;9;9;7309590;1972-09-09
"254";1972;9;10;7319860;1972-09-10
"255";1972;9;11;7319860;1972-09-11
"256";1972;9;12;7319860;1972-09-12
"257";1972;9;13;7330140;1972-09-13
"258";1972;9;14;7340410;1972-09-14
"259";1972;9;15;7350680;1972-09-15
"260";1972;9;16;7360950;1972-09-16
"261";1972;9;17;7381500;1972-09-17
"262";1972;9;18;7391770;1972-09-18
"263";1972;9;19;7402040;1972-09-19
"264";1972;9;20;7422590;1972-09-20
"265";1972;9;21;7432860;1972-09-21
"266";1972;9;22;7453400;1972-09-22
"267";1972;9;23;7484220;1972-09-23
"268";1972;9;24;7504770;1972-09-24
"269";1972;9;25;7648580;1972-09-25
"270";1972;9;26;7802670;1972-09-26
"271";1972;9;27;7946480;1972-09-27
"272";1972;9;28;8100570;1972-09-28
"273";1972;9;29;8254660;1972-09-29
"274";1972;9;30;8408750;1972-09-30
"275";1972;10;1;8562840;1972-10-01
"276";1972;10;2;8562840;1972-10-02
"277";1972;10;3;8573110;1972-10-03
"278";1972;10;4;8583380;1972-10-04
"279";1972;10;5;8593650;1972-10-05
"280";1972;10;6;8603920;1972-10-06
"281";1972;10;7;8624470;1972-10-07
"282";1972;10;8;8634740;1972-10-08
"283";1972;10;9;8686100;1972-10-09
"284";1972;10;10;8737470;1972-10-10
"285";1972;10;11;8788830;1972-10-11
"286";1972;10;12;8840190;1972-10-12
"287";1972;10;13;8891560;1972-10-13
"288";1972;10;14;8942920;1972-10-14
"289";1972;10;15;8994280;1972-10-15
"290";1972;10;16;9107280;1972-10-16
"291";1972;10;17;9210000;1972-10-17
"292";1972;10;18;9312730;1972-10-18
"293";1972;10;19;9425730;1972-10-19
"294";1972;10;20;9528450;1972-10-20
"295";1972;10;21;9631180;1972-10-21
"296";1972;10;22;9744170;1972-10-22
"297";1972;10;23;9826350;1972-10-23
"298";1972;10;24;9908530;1972-10-24
"299";1972;10;25;10001000;1972-10-25
"300";1972;10;26;10083200;1972-10-26
"301";1972;10;27;10165400;1972-10-27
"302";1972;10;28;10247500;1972-10-28
"303";1972;10;29;10340000;1972-10-29
"304";1972;10;30;10340000;1972-10-30
"305";1972;10;31;10340000;1972-10-31
"306";1972;11;1;10350200;1972-11-01
"307";1972;11;2;10350200;1972-11-02
"308";1972;11;3;10350200;1972-11-03
"309";1972;11;4;10360500;1972-11-04
"310";1972;11;5;10360500;1972-11-05
"311";1972;11;6;10494100;1972-11-06
"312";1972;11;7;10637900;1972-11-07
"313";1972;11;8;10771400;1972-11-08
"314";1972;11;9;10905000;1972-11-09
"315";1972;11;10;11038500;1972-11-10
"316";1972;11;11;11172000;1972-11-11
"317";1972;11;12;11305600;1972-11-12
"318";1972;11;13;11357000;1972-11-13
"319";1972;11;14;11398000;1972-11-14
"320";1972;11;15;11449400;1972-11-15
"321";1972;11;16;11490500;1972-11-16
"322";1972;11;17;11531600;1972-11-17
"323";1972;11;18;11583000;1972-11-18
"324";1972;11;19;11624000;1972-11-19
"325";1972;11;20;11696000;1972-11-20
"326";1972;11;21;11778100;1972-11-21
"327";1972;11;22;11850000;1972-11-22
"328";1972;11;23;11921900;1972-11-23
"329";1972;11;24;12004100;1972-11-24
"330";1972;11;25;12076000;1972-11-25
"331";1972;11;26;12147900;1972-11-26
"332";1972;11;27;12189000;1972-11-27
"333";1972;11;28;12219800;1972-11-28
"334";1972;11;29;12250700;1972-11-29
"335";1972;11;30;12291800;1972-11-30
"336";1972;12;1;12322600;1972-12-01
"337";1972;12;2;12353400;1972-12-02
"338";1972;12;3;12384200;1972-12-03
"339";1972;12;4;12445800;1972-12-04
"340";1972;12;5;12507500;1972-12-05
"341";1972;12;6;12569100;1972-12-06
"342";1972;12;7;12620500;1972-12-07
"343";1972;12;8;12682100;1972-12-08
"344";1972;12;9;12733500;1972-12-09
"345";1972;12;10;12795100;1972-12-10
"346";1972;12;11;12959500;1972-12-11
"347";1972;12;12;13113600;1972-12-12
"348";1972;12;13;13277900;1972-12-13
"349";1972;12;14;13432000;1972-12-14
"350";1972;12;15;13596400;1972-12-15
"351";1972;12;16;13627200;1972-12-16
"352";1972;12;17;13688800;1972-12-17
"353";1972;12;18;13740200;1972-12-18
"354";1972;12;19;13781300;1972-12-19
"355";1972;12;20;13853200;1972-12-20
"356";1972;12;21;13884000;1972-12-21
"357";1972;12;22;13935400;1972-12-22
"358";1972;12;23;13986700;1972-12-23
"359";1972;12;24;14048400;1972-12-24
"360";1972;12;25;14110000;1972-12-25
"361";1972;12;26;14161400;1972-12-26
"362";1972;12;27;14212700;1972-12-27
"363";1972;12;28;14274400;1972-12-28
"364";1972;12;29;14325700;1972-12-29
"365";1972;12;30;14356500;1972-12-30
"366";1972;12;31;14377100;1972-12-31
"367";1973;1;1;14387300;1973-01-01
"368";1973;1;2;14428400;1973-01-02
"369";1973;1;3;14479800;1973-01-03
"370";1973;1;4;14551700;1973-01-04
"371";1973;1;5;14623600;1973-01-05
"372";1973;1;6;14695500;1973-01-06
"373";1973;1;7;14757200;1973-01-07
"374";1973;1;8;14849600;1973-01-08
"375";1973;1;9;14901000;1973-01-09
"376";1973;1;10;14942100;1973-01-10
"377";1973;1;11;14972900;1973-01-11
"378";1973;1;12;15003700;1973-01-12
"379";1973;1;13;15034500;1973-01-13
"380";1973;1;14;15065300;1973-01-14
"381";1973;1;15;15106400;1973-01-15
"382";1973;1;16;15157800;1973-01-16
"383";1973;1;17;15229700;1973-01-17
"384";1973;1;18;15291300;1973-01-18
"385";1973;1;19;15342700;1973-01-19
"386";1973;1;20;15373500;1973-01-20
"387";1973;1;21;15394000;1973-01-21
"388";1973;1;22;15445400;1973-01-22
"389";1973;1;23;15476200;1973-01-23
"390";1973;1;24;15486500;1973-01-24
"391";1973;1;25;15507000;1973-01-25
"392";1973;1;26;15517300;1973-01-26
"393";1973;1;27;15496800;1973-01-27
"394";1973;1;28;15476200;1973-01-28
"395";1973;1;29;15466000;1973-01-29
"396";1973;1;30;15507000;1973-01-30
"397";1973;1;31;15568700;1973-01-31
"398";1973;2;1;15630300;1973-02-01
"399";1973;2;2;15681700;1973-02-02
"400";1973;2;3;15692000;1973-02-03
"401";1973;2;4;15733000;1973-02-04
"402";1973;2;5;15733000;1973-02-05
"403";1973;2;6;15692000;1973-02-06
"404";1973;2;7;15681700;1973-02-07
"405";1973;2;8;15702200;1973-02-08
"406";1973;2;9;15753600;1973-02-09
"407";1973;2;10;15805000;1973-02-10
"408";1973;2;11;15846000;1973-02-11
"409";1973;2;12;15876900;1973-02-12
"410";1973;2;13;15928200;1973-02-13
"411";1973;2;14;15948800;1973-02-14
"412";1973;2;15;15928200;1973-02-15
"413";1973;2;16;15866600;1973-02-16
"414";1973;2;17;15835800;1973-02-17
"415";1973;2;18;15969300;1973-02-18
"416";1973;2;19;15959000;1973-02-19
"417";1973;2;20;15948800;1973-02-20
"418";1973;2;21;15938500;1973-02-21
"419";1973;2;22;15928200;1973-02-22
"420";1973;2;23;15918000;1973-02-23
"421";1973;2;24;15907700;1973-02-24
"422";1973;2;25;15897400;1973-02-25
"423";1973;2;26;15928200;1973-02-26
"424";1973;2;27;15959000;1973-02-27
"425";1973;2;28;15979600;1973-02-28
"426";1973;3;1;16010400;1973-03-01
"427";1973;3;2;16030900;1973-03-02
"428";1973;3;3;16061800;1973-03-03
"429";1973;3;4;16082300;1973-03-04
"430";1973;3;5;16133700;1973-03-05
"431";1973;3;6;16174800;1973-03-06
"432";1973;3;7;16215800;1973-03-07
"433";1973;3;8;16256900;1973-03-08
"434";1973;3;9;16308300;1973-03-09
"435";1973;3;10;16349400;1973-03-10
"436";1973;3;11;16380200;1973-03-11
"437";1973;3;12;16380200;1973-03-12
"438";1973;3;13;16369900;1973-03-13
"439";1973;3;14;16359700;1973-03-14
"440";1973;3;15;16349400;1973-03-15
"441";1973;3;16;16339100;1973-03-16
"442";1973;3;17;16318600;1973-03-17
"443";1973;3;18;16308300;1973-03-18
"444";1973;3;19;16277500;1973-03-19
"445";1973;3;20;16246700;1973-03-20
"446";1973;3;21;16215800;1973-03-21
"447";1973;3;22;16185000;1973-03-22
"448";1973;3;23;16143900;1973-03-23
"449";1973;3;24;16113100;1973-03-24
"450";1973;3;25;16072000;1973-03-25
"451";1973;3;26;16051500;1973-03-26
"452";1973;3;27;16030900;1973-03-27
"453";1973;3;28;16000100;1973-03-28
"454";1973;3;29;15969300;1973-03-29
"455";1973;3;30;15938500;1973-03-30
"456";1973;3;31;15907700;1973-03-31
"457";1973;4;1;15876900;1973-04-01
"458";1973;4;2;15887100;1973-04-02
"459";1973;4;3;15887100;1973-04-03
"460";1973;4;4;15887100;1973-04-04
"461";1973;4;5;15876900;1973-04-05
"462";1973;4;6;15876900;1973-04-06
"463";1973;4;7;15876900;1973-04-07
"464";1973;4;8;15866600;1973-04-08
"465";1973;4;9;15856300;1973-04-09
"466";1973;4;10;15835800;1973-04-10
"467";1973;4;11;15825500;1973-04-11
"468";1973;4;12;15805000;1973-04-12
"469";1973;4;13;15784400;1973-04-13
"470";1973;4;14;15763900;1973-04-14
"471";1973;4;15;15743300;1973-04-15
"472";1973;4;16;15722800;1973-04-16
"473";1973;4;17;15692000;1973-04-17
"474";1973;4;18;15671400;1973-04-18
"475";1973;4;19;15650900;1973-04-19
"476";1973;4;20;15620000;1973-04-20
"477";1973;4;21;15599500;1973-04-21
"478";1973;4;22;15568700;1973-04-22
"479";1973;4;23;15455700;1973-04-23
"480";1973;4;24;15353000;1973-04-24
"481";1973;4;25;15240000;1973-04-25
"482";1973;4;26;15127000;1973-04-26
"483";1973;4;27;15014000;1973-04-27
"484";1973;4;28;14901000;1973-04-28
"485";1973;4;29;14788000;1973-04-29
"486";1973;4;30;14757200;1973-04-30
"487";1973;5;1;14726300;1973-05-01
"488";1973;5;2;14695500;1973-05-02
"489";1973;5;3;14664700;1973-05-03
"490";1973;5;4;14633900;1973-05-04
"491";1973;5;5;14603100;1973-05-05
"492";1973;5;6;14572200;1973-05-06
"493";1973;5;7;14551700;1973-05-07
"494";1973;5;8;14520900;1973-05-08
"495";1973;5;9;14500300;1973-05-09
"496";1973;5;10;14479800;1973-05-10
"497";1973;5;11;14449000;1973-05-11
"498";1973;5;12;14428400;1973-05-12
"499";1973;5;13;14397600;1973-05-13
"500";1973;5;14;14325700;1973-05-14
"501";1973;5;15;14243500;1973-05-15
"502";1973;5;16;14161400;1973-05-16
"503";1973;5;17;14089400;1973-05-17
"504";1973;5;18;14007300;1973-05-18
"505";1973;5;19;13925100;1973-05-19
"506";1973;5;20;13842900;1973-05-20
"507";1973;5;21;13791500;1973-05-21
"508";1973;5;22;13729900;1973-05-22
"509";1973;5;23;13668300;1973-05-23
"510";1973;5;24;13606600;1973-05-24
"511";1973;5;25;13555300;1973-05-25
"512";1973;5;26;13493600;1973-05-26
"513";1973;5;27;13432000;1973-05-27
"514";1973;5;28;13390900;1973-05-28
"515";1973;5;29;13339600;1973-05-29
"516";1973;5;30;13298500;1973-05-30
"517";1973;5;31;13247100;1973-05-31
"518";1973;6;1;13195700;1973-06-01
"519";1973;6;2;13113600;1973-06-02
"520";1973;6;3;12877300;1973-06-03
"521";1973;6;4;12784800;1973-06-04
"522";1973;6;5;12692400;1973-06-05
"523";1973;6;6;12599900;1973-06-06
"524";1973;6;7;12507500;1973-06-07
"525";1973;6;8;12404800;1973-06-08
"526";1973;6;9;12312300;1973-06-09
"527";1973;6;10;12219800;1973-06-10
"528";1973;6;11;12291800;1973-06-11
"529";1973;6;12;12363700;1973-06-12
"530";1973;6;13;12291800;1973-06-13
"531";1973;6;14;12219800;1973-06-14
"532";1973;6;15;12158200;1973-06-15
"533";1973;6;16;12106800;1973-06-16
"534";1973;6;17;12014400;1973-06-17
"535";1973;6;18;11911700;1973-06-18
"536";1973;6;19;11839800;1973-06-19
"537";1973;6;20;11798700;1973-06-20
"538";1973;6;21;11726800;1973-06-21
"539";1973;6;22;11665100;1973-06-22
"540";1973;6;23;11593200;1973-06-23
"541";1973;6;24;11572700;1973-06-24
"542";1973;6;25;11521300;1973-06-25
"543";1973;6;26;11470000;1973-06-26
"544";1973;6;27;11428900;1973-06-27
"545";1973;6;28;11357000;1973-06-28
"546";1973;6;29;11285000;1973-06-29
"547";1973;6;30;11192600;1973-06-30
"548";1973;7;1;11089900;1973-07-01
"549";1973;7;2;10997400;1973-07-02
"550";1973;7;3;10935800;1973-07-03
"551";1973;7;4;10843300;1973-07-04
"552";1973;7;5;10730300;1973-07-05
"553";1973;7;6;10617300;1973-07-06
"554";1973;7;7;10535200;1973-07-07
"555";1973;7;8;10463200;1973-07-08
"556";1973;7;9;10411900;1973-07-09
"557";1973;7;10;10340000;1973-07-10
"558";1973;7;11;10288600;1973-07-11
"559";1973;7;12;10247500;1973-07-12
"560";1973;7;13;10196200;1973-07-13
"561";1973;7;14;10155100;1973-07-14
"562";1973;7;15;10103700;1973-07-15
"563";1973;7;16;10093400;1973-07-16
"564";1973;7;17;10072900;1973-07-17
"565";1973;7;18;10052400;1973-07-18
"566";1973;7;19;10031800;1973-07-19
"567";1973;7;20;10021500;1973-07-20
"568";1973;7;21;10001000;1973-07-21
"569";1973;7;22;9980440;1973-07-22
"570";1973;7;23;9898260;1973-07-23
"571";1973;7;24;9805810;1973-07-24
"572";1973;7;25;9723630;1973-07-25
"573";1973;7;26;9631180;1973-07-26
"574";1973;7;27;9549000;1973-07-27
"575";1973;7;28;9466820;1973-07-28
"576";1973;7;29;9384640;1973-07-29
"577";1973;7;30;9323000;1973-07-30
"578";1973;7;31;9261370;1973-07-31
"579";1973;8;1;9199730;1973-08-01
"580";1973;8;2;9138100;1973-08-02
"581";1973;8;3;9086730;1973-08-03
"582";1973;8;4;9025100;1973-08-04
"583";1973;8;5;8973740;1973-08-05
"584";1973;8;6;8901830;1973-08-06
"585";1973;8;7;8829920;1973-08-07
"586";1973;8;8;8768280;1973-08-08
"587";1973;8;9;8696380;1973-08-09
"588";1973;8;10;8634740;1973-08-10
"589";1973;8;11;8562840;1973-08-11
"590";1973;8;12;8501200;1973-08-12
"591";1973;8;13;8388200;1973-08-13
"592";1973;8;14;8275200;1973-08-14
"593";1973;8;15;8172480;1973-08-15
"594";1973;8;16;8059480;1973-08-16
"595";1973;8;17;7956760;1973-08-17
"596";1973;8;18;7854030;1973-08-18
"597";1973;8;19;7751310;1973-08-19
"598";1973;8;20;7699940;1973-08-20
"599";1973;8;21;7658860;1973-08-21
"600";1973;8;22;7617760;1973-08-22
"601";1973;8;23;7576680;1973-08-23
"602";1973;8;24;7535580;1973-08-24
"603";1973;8;25;7504770;1973-08-25
"604";1973;8;26;7463680;1973-08-26
"605";1973;8;27;7432860;1973-08-27
"606";1973;8;28;7412320;1973-08-28
"607";1973;8;29;7381500;1973-08-29
"608";1973;8;30;7360950;1973-08-30
"609";1973;8;31;7340410;1973-08-31
"610";1973;9;1;7330140;1973-09-01
"611";1973;9;2;7309590;1973-09-02
"612";1973;9;3;7299320;1973-09-03
"613";1973;9;4;7278770;1973-09-04
"614";1973;9;5;7268500;1973-09-05
"615";1973;9;6;7258230;1973-09-06
"616";1973;9;7;7258230;1973-09-07
"617";1973;9;8;7247960;1973-09-08
"618";1973;9;9;7247960;1973-09-09
"619";1973;9;10;7237680;1973-09-10
"620";1973;9;11;7217140;1973-09-11
"621";1973;9;12;7206860;1973-09-12
"622";1973;9;13;7196590;1973-09-13
"623";1973;9;14;7186320;1973-09-14
"624";1973;9;15;7186320;1973-09-15
"625";1973;9;16;7186320;1973-09-16
"626";1973;9;17;7186320;1973-09-17
"627";1973;9;18;7196590;1973-09-18
"628";1973;9;19;7217140;1973-09-19
"629";1973;9;20;7227410;1973-09-20
"630";1973;9;21;7247960;1973-09-21
"631";1973;9;22;7299320;1973-09-22
"632";1973;9;23;7340410;1973-09-23
"633";1973;9;24;7391770;1973-09-24
"634";1973;9;25;7402040;1973-09-25
"635";1973;9;26;7422590;1973-09-26
"636";1973;9;27;7494500;1973-09-27
"637";1973;9;28;7597220;1973-09-28
"638";1973;9;29;7720490;1973-09-29
"639";1973;9;30;7864300;1973-09-30
"640";1973;10;1;8008120;1973-10-01
"641";1973;10;2;8141660;1973-10-02
"642";1973;10;3;8275200;1973-10-03
"643";1973;10;4;8408750;1973-10-04
"644";1973;10;5;8521740;1973-10-05
"645";1973;10;6;8624470;1973-10-06
"646";1973;10;7;8696380;1973-10-07
"647";1973;10;8;8758010;1973-10-08
"648";1973;10;9;8850460;1973-10-09
"649";1973;10;10;8932640;1973-10-10
"650";1973;10;11;9004550;1973-10-11
"651";1973;10;12;9066190;1973-10-12
"652";1973;10;13;9127820;1973-10-13
"653";1973;10;14;9158640;1973-10-14
"654";1973;10;15;9179180;1973-10-15
"655";1973;10;16;9158640;1973-10-16
"656";1973;10;17;9148370;1973-10-17
"657";1973;10;18;9158640;1973-10-18
"658";1973;10;19;9158640;1973-10-19
"659";1973;10;20;9179180;1973-10-20
"660";1973;10;21;9220280;1973-10-21
"661";1973;10;22;9292180;1973-10-22
"662";1973;10;23;9374360;1973-10-23
"663";1973;10;24;9528450;1973-10-24
"664";1973;10;25;9672270;1973-10-25
"665";1973;10;26;9826350;1973-10-26
